requirement_id,canonical_requirement_id,function_type,reason,integration_requests
CPF-FR-004205,EVENT-JMS,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004206,EVENT-JMS,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004207,EVENT-JMS,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004234,EVENT-IBM-MQ,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004235,EVENT-IBM-MQ,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004236,EVENT-IBM-MQ,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004247,EVENT-IBM-MQ,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004248,EVENT-IBM-MQ,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004249,EVENT-IBM-MQ,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004250,EVENT-IBM-MQ,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004251,EVENT-IBM-MQ,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004252,EVENT-IBM-MQ,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004253,EVENT-IBM-MQ,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004254,EVENT-IBM-MQ,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004255,EVENT-IBM-MQ,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004256,EVENT-IBM-MQ,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004257,EVENT-IBM-MQ,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004258,EVENT-IBM-MQ,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004259,EVENT-IBM-MQ,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004260,EVENT-IBM-MQ,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004261,EVENT-IBM-MQ,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004262,EVENT-IBM-MQ,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004263,EVENT-IBM-MQ,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004266,EVENT-IBM-MQ,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004267,EVENT-IBM-MQ,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004268,EVENT-IBM-MQ,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004295,EVENT-AMQP,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004296,EVENT-AMQP,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004297,EVENT-AMQP,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004308,EVENT-AMQP,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004309,EVENT-AMQP,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004310,EVENT-AMQP,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004311,EVENT-AMQP,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004312,EVENT-AMQP,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004313,EVENT-AMQP,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004314,EVENT-AMQP,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004315,EVENT-AMQP,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004316,EVENT-AMQP,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004317,EVENT-AMQP,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004318,EVENT-AMQP,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004319,EVENT-AMQP,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004320,EVENT-AMQP,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004321,EVENT-AMQP,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004322,EVENT-AMQP,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004323,EVENT-AMQP,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004324,EVENT-AMQP,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004327,EVENT-AMQP,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004328,EVENT-AMQP,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004329,EVENT-AMQP,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004356,EXS-TCP,MULTI_INSTANCE,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004357,EXS-TCP,LOCAL_REMOTE,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004358,EXS-TCP,MIXED_VERSION,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004369,EXS-TCP,HEALTH,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004370,EXS-TCP,ALERT_RUNBOOK,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004371,EXS-TCP,RESOURCE,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004372,EXS-TCP,DB_OWNER,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004373,EXS-TCP,DB_SCHEMA,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004374,EXS-TCP,DB_QUERY,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004375,EXS-TCP,DB_MIGRATION,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004376,EXS-TCP,DB_ROLLBACK,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004377,EXS-TCP,DB_VENDOR,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004378,EXS-TCP,API_OPENAPI,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004379,EXS-TCP,FRONTEND,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004380,EXS-TCP,ADM_UI,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004381,EXS-TCP,BZA_UI,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004382,EXS-TCP,GENERATOR,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004383,EXS-TCP,SAMPLE_EDU,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004384,EXS-TCP,JAVADOC,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004385,EXS-TCP,GUIDE,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004388,EXS-TCP,INTEGRATION_TEST,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004389,EXS-TCP,RUNTIME_TEST,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004390,EXS-TCP,FAULT_TEST,"Real TCP peer, TLS, connection pool contention, process kill and multi-instance durable store require target environment.",S03-ICR-001;S03-ICR-004
CPF-FR-004417,EVENT-DLQ,MULTI_INSTANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004418,EVENT-DLQ,LOCAL_REMOTE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004419,EVENT-DLQ,MIXED_VERSION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004430,EVENT-DLQ,HEALTH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004431,EVENT-DLQ,ALERT_RUNBOOK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004432,EVENT-DLQ,RESOURCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004433,EVENT-DLQ,DB_OWNER,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004434,EVENT-DLQ,DB_SCHEMA,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004435,EVENT-DLQ,DB_QUERY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004436,EVENT-DLQ,DB_MIGRATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004437,EVENT-DLQ,DB_ROLLBACK,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004438,EVENT-DLQ,DB_VENDOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004439,EVENT-DLQ,API_OPENAPI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004440,EVENT-DLQ,FRONTEND,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004441,EVENT-DLQ,ADM_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004442,EVENT-DLQ,BZA_UI,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004443,EVENT-DLQ,GENERATOR,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004444,EVENT-DLQ,SAMPLE_EDU,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004445,EVENT-DLQ,JAVADOC,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004446,EVENT-DLQ,GUIDE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004449,EVENT-DLQ,INTEGRATION_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004450,EVENT-DLQ,RUNTIME_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-004451,EVENT-DLQ,FAULT_TEST,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-017493,GWY-ENTRY,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017494,GWY-ENTRY,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017512,GWY-ROUTING,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017513,GWY-ROUTING,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017518,GWY-ROUTING,SAVED_SEARCH,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017519,GWY-ROUTING,EXPORT,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017531,GWY-ROUTING,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017532,GWY-ROUTING,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017550,GWY-ROUTING,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017551,GWY-ROUTING,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017571,GWY-ROUTING,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017572,GWY-ROUTING,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017630,GWY-RESILIENCE,ACCESSIBILITY,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017631,GWY-RESILIENCE,PERFORMANCE,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017649,GWY-RESILIENCE,ACCESSIBILITY,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017650,GWY-RESILIENCE,PERFORMANCE,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017655,GWY-RESILIENCE,SAVED_SEARCH,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017656,GWY-RESILIENCE,EXPORT,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017668,GWY-RESILIENCE,ACCESSIBILITY,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017669,GWY-RESILIENCE,PERFORMANCE,Full Java25 resilience engine integration and distributed circuit state require S01 target regression.,S03-ICR-004
CPF-FR-017689,API-LIMIT,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017690,API-LIMIT,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017710,GWY-TRUST,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017711,GWY-TRUST,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017731,GWY-TRUST,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017732,GWY-TRUST,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017752,GWY-ROUTING,ACCESSIBILITY,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017753,GWY-ROUTING,PERFORMANCE,"Java25 Gradle test, browser E2E, real downstream/TLS/SSRF and multi-instance route apply remain for target environment.",S03-ICR-002;S03-ICR-004
CPF-FR-017815,EXS-UNKNOWN,ACCESSIBILITY,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-017816,EXS-UNKNOWN,PERFORMANCE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-017821,EXS-UNKNOWN,SAVED_SEARCH,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-017822,EXS-UNKNOWN,EXPORT,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-017834,EXS-RECON,ACCESSIBILITY,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-017835,EXS-RECON,PERFORMANCE,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-FR-018430,EVENT-OUTBOX,ACCESSIBILITY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018431,EVENT-OUTBOX,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018436,EVENT-OUTBOX,SAVED_SEARCH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018437,EVENT-OUTBOX,EXPORT,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018449,EVENT-OUTBOX,ACCESSIBILITY,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018450,EVENT-OUTBOX,PERFORMANCE,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018455,EVENT-OUTBOX,SAVED_SEARCH,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-FR-018456,EVENT-OUTBOX,EXPORT,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
