scenario_id,requirement_id,canonical_requirement_id,scenario_type,reason,integration_requests
CPF-SC-014890,CPF-FR-003591,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014891,CPF-FR-003592,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014894,CPF-FR-003595,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014895,CPF-FR-003596,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014896,CPF-FR-003597,EXS-REST,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014922,CPF-FR-003624,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014923,CPF-FR-003625,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014924,CPF-FR-003626,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014935,CPF-FR-003637,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014936,CPF-FR-003638,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014937,CPF-FR-003639,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014938,CPF-FR-003640,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014939,CPF-FR-003641,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014940,CPF-FR-003642,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014941,CPF-FR-003643,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014942,CPF-FR-003644,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014943,CPF-FR-003645,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014944,CPF-FR-003646,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014945,CPF-FR-003647,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014946,CPF-FR-003648,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014947,CPF-FR-003649,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014948,CPF-FR-003650,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014949,CPF-FR-003651,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014950,CPF-FR-003652,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014951,CPF-FR-003653,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014954,CPF-FR-003656,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014955,CPF-FR-003657,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014956,CPF-FR-003658,EXS-FIXED,DIRECT_VERIFICATION,Generator/template and generated-domain parity require S06 target regeneration.,S03-ICR-003
CPF-SC-014982,CPF-FR-003685,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014983,CPF-FR-003686,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014984,CPF-FR-003687,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014995,CPF-FR-003698,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014996,CPF-FR-003699,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014997,CPF-FR-003700,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014998,CPF-FR-003701,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-014999,CPF-FR-003702,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015000,CPF-FR-003703,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015001,CPF-FR-003704,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015002,CPF-FR-003705,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015003,CPF-FR-003706,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015004,CPF-FR-003707,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015005,CPF-FR-003708,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015006,CPF-FR-003709,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015007,CPF-FR-003710,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015008,CPF-FR-003711,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015009,CPF-FR-003712,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015010,CPF-FR-003713,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015011,CPF-FR-003714,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015014,CPF-FR-003717,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015015,CPF-FR-003718,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015016,CPF-FR-003719,EXS-SEC,DIRECT_VERIFICATION,"Real TLS/mTLS, proxy/DNS rebinding, remote provider and distributed telemetry require target environment.",S03-ICR-004
CPF-SC-015042,CPF-FR-003746,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015043,CPF-FR-003747,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015044,CPF-FR-003748,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015055,CPF-FR-003759,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015056,CPF-FR-003760,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015057,CPF-FR-003761,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015058,CPF-FR-003762,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015059,CPF-FR-003763,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015060,CPF-FR-003764,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015061,CPF-FR-003765,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015062,CPF-FR-003766,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015063,CPF-FR-003767,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015064,CPF-FR-003768,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015065,CPF-FR-003769,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015066,CPF-FR-003770,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015067,CPF-FR-003771,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015068,CPF-FR-003772,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015069,CPF-FR-003773,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015070,CPF-FR-003774,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015071,CPF-FR-003775,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015074,CPF-FR-003778,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015075,CPF-FR-003779,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015076,CPF-FR-003780,EXS-FILE,DIRECT_VERIFICATION,"Real SFTP server, DB vendor ledger, process kill during write/rename and ADM browser workflow require target environment.",S03-ICR-001;S03-ICR-002
CPF-SC-015102,CPF-FR-003807,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015103,CPF-FR-003808,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015104,CPF-FR-003809,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015115,CPF-FR-003820,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015116,CPF-FR-003821,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015117,CPF-FR-003822,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015118,CPF-FR-003823,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015119,CPF-FR-003824,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015120,CPF-FR-003825,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015121,CPF-FR-003826,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015122,CPF-FR-003827,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015123,CPF-FR-003828,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015124,CPF-FR-003829,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015125,CPF-FR-003830,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015126,CPF-FR-003831,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015127,CPF-FR-003832,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015128,CPF-FR-003833,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015129,CPF-FR-003834,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015130,CPF-FR-003835,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015131,CPF-FR-003836,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015134,CPF-FR-003839,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015135,CPF-FR-003840,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015136,CPF-FR-003841,EXS-UNKNOWN,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015162,CPF-FR-003868,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015163,CPF-FR-003869,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015164,CPF-FR-003870,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015175,CPF-FR-003881,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015176,CPF-FR-003882,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015177,CPF-FR-003883,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015178,CPF-FR-003884,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015179,CPF-FR-003885,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015180,CPF-FR-003886,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015181,CPF-FR-003887,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015182,CPF-FR-003888,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015183,CPF-FR-003889,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015184,CPF-FR-003890,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015185,CPF-FR-003891,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015186,CPF-FR-003892,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015187,CPF-FR-003893,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015188,CPF-FR-003894,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015189,CPF-FR-003895,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015190,CPF-FR-003896,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015191,CPF-FR-003897,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015194,CPF-FR-003900,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015195,CPF-FR-003901,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015196,CPF-FR-003902,EXS-RECON,DIRECT_VERIFICATION,"Three-vendor JDBC, two-process kill/reclaim and real provider query/manual ADM flow require target integration.",S03-ICR-001;S03-ICR-002;S03-ICR-005
CPF-SC-015222,CPF-FR-003929,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015223,CPF-FR-003930,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015224,CPF-FR-003931,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015235,CPF-FR-003942,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015236,CPF-FR-003943,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015237,CPF-FR-003944,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015238,CPF-FR-003945,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015239,CPF-FR-003946,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015240,CPF-FR-003947,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015241,CPF-FR-003948,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015242,CPF-FR-003949,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015243,CPF-FR-003950,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015244,CPF-FR-003951,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015245,CPF-FR-003952,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015246,CPF-FR-003953,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015247,CPF-FR-003954,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
CPF-SC-015248,CPF-FR-003955,EVENT-CORE,DIRECT_VERIFICATION,"Real brokers, rebalance/restart, ordering/backpressure, three-vendor DB, process kill and browser operations require target environment.",S03-ICR-001;S03-ICR-002;S03-ICR-003;S03-ICR-005
