key,env,type,default,required,range_condition,consumer,profile_capability,restart,secret,symptom,check,expected,rollback,source_path
cpf.runtime.control.controller.auto-rollback-circuit-open-millis,CPF_RUNTIME_CONTROL_CONTROLLER_AUTO_ROLLBACK_CIRCUIT_OPEN_MILLIS,Long,30000,auto rollback 사용 시,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.enabled,CPF_RUNTIME_CONTROL_AGENT_ENABLED,Boolean,false,아니오,true/false,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.inbox-path,CPF_RUNTIME_CONTROL_AGENT_INBOX_PATH,Path,없음,agent.enabled=true,safe root,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.lease-seconds,CPF_RUNTIME_CONTROL_AGENT_LEASE_SECONDS,Integer,60,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-timeout-millis,CPF_RUNTIME_CONTROL_AGENT_APPLY_TIMEOUT_MILLIS,Long,30000,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-max-attempts,CPF_RUNTIME_CONTROL_AGENT_APPLY_MAX_ATTEMPTS,Integer,3,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-initial-backoff-millis,CPF_RUNTIME_CONTROL_AGENT_APPLY_INITIAL_BACKOFF_MILLIS,Long,200,agent.enabled=true,>=0,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-max-backoff-millis,CPF_RUNTIME_CONTROL_AGENT_APPLY_MAX_BACKOFF_MILLIS,Long,2000,agent.enabled=true,>=initial,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-jitter-percent,CPF_RUNTIME_CONTROL_AGENT_APPLY_JITTER_PERCENT,Integer,20,agent.enabled=true,0..100,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-max-concurrency,CPF_RUNTIME_CONTROL_AGENT_APPLY_MAX_CONCURRENCY,Integer,1,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-circuit-failure-threshold,CPF_RUNTIME_CONTROL_AGENT_APPLY_CIRCUIT_FAILURE_THRESHOLD,Integer,3,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.control.agent.apply-circuit-open-millis,CPF_RUNTIME_CONTROL_AGENT_APPLY_CIRCUIT_OPEN_MILLIS,Long,30000,agent.enabled=true,positive,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.instance-id,CPF_RUNTIME_INSTANCE_ID,String,cpf.framework.was-id fallback,agent/controller/reconcile,non-blank,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.service-id,CPF_RUNTIME_SERVICE_ID,String,cpf.framework.module-id fallback,agent.enabled=true,non-blank,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.endpoint-code,CPF_RUNTIME_ENDPOINT_CODE,String,cpf.framework.module-id fallback,agent.enabled=true,non-blank,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.base-url,CPF_RUNTIME_BASE_URL,URI,없음,agent.enabled=true,non-blank,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.environment,CPF_RUNTIME_ENVIRONMENT,String,spring.profiles.active/default,아니오,environment id,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.zone,CPF_RUNTIME_ZONE,String,없음,아니오,text,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.cell,CPF_RUNTIME_CELL,String,없음,아니오,text,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.artifact-version,CPF_RUNTIME_ARTIFACT_VERSION,String,CPF_ARTIFACT_VERSION/unknown,아니오,version,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.artifact-commit,CPF_RUNTIME_ARTIFACT_COMMIT,String,CPF_ARTIFACT_COMMIT/unknown,아니오,commit SHA,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.role,CPF_RUNTIME_ROLE,String,APPLICATION,아니오,runtime role,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.registration-source,CPF_RUNTIME_REGISTRATION_SOURCE,String,CPF_RUNTIME_REGISTRATION_SOURCE/SELF,아니오,source id,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.schema-version,CPF_RUNTIME_SCHEMA_VERSION,String,unknown,아니오,version,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.runtime.config-hash,CPF_RUNTIME_CONFIG_HASH,String,unknown,아니오,checksum,CpfRuntimeControlAutoConfiguration,platform-operations/runtime-control,대부분 필요; Runtime hot-apply payload는 별도,아니오,등록/lease/ACK/apply/reconcile 실패,ADM runtime-control/instance/ack 상태,instance registration + ACK/NACK + reconcile 정상,LKG/이전 config snapshot 또는 agent disable,cpf-starters/platform-operations/runtime-control-client/src/main/java/com/cpf/core/config/CpfRuntimeControlAutoConfiguration.java
cpf.security.resource-server.enabled,CPF_SECURITY_RESOURCE_SERVER_ENABLED,Boolean,false,아니오,true/false,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.resource-server.issuer-uri,CPF_SECURITY_RESOURCE_SERVER_ISSUER_URI,URI,없음,enabled=true에서 jwk와 XOR,valid issuer,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.resource-server.jwk-set-uri,CPF_SECURITY_RESOURCE_SERVER_JWK_SET_URI,URI,없음,enabled=true에서 issuer와 XOR,valid JWK URL,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.resource-server.audiences,CPF_SECURITY_RESOURCE_SERVER_AUDIENCES,List<String>,[],정책에 따라,non-blank entries,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.resource-server.public-paths,CPF_SECURITY_RESOURCE_SERVER_PUBLIC_PATHS,List<String>,[/actuator/health/**],아니오,approved allowlist,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.resource-server.clock-skew,CPF_SECURITY_RESOURCE_SERVER_CLOCK_SKEW,Duration,60s,아니오,0..10m,CpfResourceServerProperties,security-mode:resource-server,필요,아니오,JWT decoder/authorization 기동 실패 또는 auth 오류,resource-server health + 401/403 negative test,issuer/JWK/audience/public path 정책 일치,이전 trust config 복원,cpf-starters/security/resource-server/src/main/java/com/cpf/starter/security/resource/CpfResourceServerProperties.java
cpf.security.service-identity.enabled,CPF_SECURITY_SERVICE_IDENTITY_ENABLED,Boolean,false,아니오,true/false,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.service-id,CPF_SECURITY_SERVICE_IDENTITY_SERVICE_ID,String,없음,enabled=true,non-blank,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.active-key-id,CPF_SECURITY_SERVICE_IDENTITY_ACTIVE_KEY_ID,String,없음,enabled=true,non-blank,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.active-secret,CPF_SECURITY_SERVICE_IDENTITY_ACTIVE_SECRET,Secret,없음,enabled=true,>=32 chars,CpfServiceIdentityProperties,security-mode:service-identity,필요,예,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.previous-key-id,CPF_SECURITY_SERVICE_IDENTITY_PREVIOUS_KEY_ID,String,없음,rotation grace 시,non-blank,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.previous-secret,CPF_SECURITY_SERVICE_IDENTITY_PREVIOUS_SECRET,Secret,없음,rotation grace 시,secret,CpfServiceIdentityProperties,security-mode:service-identity,필요,예,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.ttl,CPF_SECURITY_SERVICE_IDENTITY_TTL,Duration,2m,enabled=true,>0..10m,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.service-identity.clock-skew,CPF_SECURITY_SERVICE_IDENTITY_CLOCK_SKEW,Duration,30s,아니오,non-negative,CpfServiceIdentityProperties,security-mode:service-identity,필요,아니오,token 발급/검증/rotation 오류,cpfServiceIdentityHealthIndicator + auth negative test,"serviceId/activeKeyId 정상, old key grace 정책 일치",이전 active/previous key pair 복원,cpf-starters/security/service-identity/src/main/java/com/cpf/starter/security/identity/CpfServiceIdentityProperties.java
cpf.security.session.enabled,CPF_SECURITY_SESSION_ENABLED,Boolean,true (condition matchIfMissing),아니오,true/false,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.cookie-name,CPF_SECURITY_SESSION_COOKIE_NAME,String,CPFSESSION,enabled=true,non-blank,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.timeout,CPF_SECURITY_SESSION_TIMEOUT,Duration,30m,enabled=true,1s..12h,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.secure,CPF_SECURITY_SESSION_SECURE,Boolean,binding value,제품 TLS에서 true,true/false,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.same-site,CPF_SECURITY_SESSION_SAME_SITE,Enum,Strict,enabled=true,Strict|Lax,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.cookie-path,CPF_SECURITY_SESSION_COOKIE_PATH,String,/,enabled=true,valid path,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.allowed-origins,CPF_SECURITY_SESSION_ALLOWED_ORIGINS,List<Origin>,[],환경에 따라,trusted origins only,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.credential-key-base64,CPF_SECURITY_SESSION_CREDENTIAL_KEY_BASE64,Secret,없음,제품 profile vault,valid encryption key,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,예,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.credential-key-id,CPF_SECURITY_SESSION_CREDENTIAL_KEY_ID,String,cpf-bff-v1,enabled=true,non-blank,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.access-token-ttl,CPF_SECURITY_SESSION_ACCESS_TOKEN_TTL,Duration,5m,enabled=true,1s..1h,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.refresh-token-ttl,CPF_SECURITY_SESSION_REFRESH_TOKEN_TTL,Duration,30m,enabled=true,accessTTL..24h,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.max-sessions,CPF_SECURITY_SESSION_MAX_SESSIONS,Integer,1,enabled=true,1..20,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.content-security-policy,CPF_SECURITY_SESSION_CONTENT_SECURITY_POLICY,String,strict built-in policy,enabled=true,valid CSP,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
cpf.security.session.fail-closed,CPF_SECURITY_SESSION_FAIL_CLOSED,Boolean,true (condition matchIfMissing),제품 profile,true 권고,CpfServerSessionProperties/AutoConfiguration,security-mode:browser-session,필요,아니오,Session/Credential Vault/CSRF/readiness 기동 실패,ADM/BZA login/session/CSRF/403 E2E,HttpOnly session handle + credential vault + CSRF 정상,이전 session security snapshot/key 복원,cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionProperties.java
