requirement_id,requirement_title,priority,owner_module,owner_package,source_documents,canonical_requirement_ids,actual_consumer,acceptance_criteria,verification_method,record_type,requirement_level,parent_requirement_id,work_package_id,execution_phase_id,overall_status,development_status,verification_status,_part
CPF-FR-019335,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019336,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019337,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019338,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019339,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019340,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019341,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019342,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 구조화 Form가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019343,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 Default·NULL가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019344,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 Form Validation가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019345,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 변경 Preview가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019346,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 Expected Version가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019347,,P0,cpf-admin,com.cpf.admin,,OPS-CONFIG,플랫폼 운영자·보안관리자·감사자,Feature Flag의 제출 결과가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-feature-flag,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019348,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 화면 목적·Route·Menu가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019349,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019350,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019351,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019352,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019353,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019354,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019355,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019356,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019357,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019358,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019359,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019360,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019361,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019362,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019363,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Aggregation가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019364,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 KPI Drill-down가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019365,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Refresh가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-019366,,P0,cpf-admin,com.cpf.admin,,OPS-DRIFT,플랫폼 운영자·보안관리자·감사자,Desired/Actual Drift의 Alert가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,Route/Menu/API/Permission/DB parity + unit + Browser E2E + server authorization,REQUIREMENT,DETAILED_FUNCTION,UI-ADM-drift-dashboard,P09-ADM-UI-FRAMEWORK,P09,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_012_CPF-FR-018348__CPF-FR-020080.csv
CPF-FR-021605,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Log Level를 소비하는 모든 Runtime Instance,Log Level가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Log Level two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-LOG-LEVEL,P07-RUNTIME-CONTROL-LOG-LEVEL,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021615,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Log Policy를 소비하는 모든 Runtime Instance,Log Policy가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Log Policy two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-LOG-POLICY,P07-RUNTIME-CONTROL-LOG-POLICY,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021625,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Message Catalog를 소비하는 모든 Runtime Instance,Message Catalog가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Message Catalog two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-MESSAGE-CATALOG,P07-RUNTIME-CONTROL-MESSAGE-CATALOG,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021635,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Response Code를 소비하는 모든 Runtime Instance,Response Code가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Response Code two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-RESPONSE-CODE,P07-RUNTIME-CONTROL-RESPONSE-CODE,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021645,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Business Calendar를 소비하는 모든 Runtime Instance,Business Calendar가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Business Calendar two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-BUSINESS-CALENDAR,P07-RUNTIME-CONTROL-BUSINESS-CALENDAR,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021655,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Permission Manifest를 소비하는 모든 Runtime Instance,Permission Manifest가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Permission Manifest two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-PERMISSION-MANIFEST,P07-RUNTIME-CONTROL-PERMISSION-MANIFEST,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021665,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Feature Flag를 소비하는 모든 Runtime Instance,Feature Flag가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Feature Flag two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-FEATURE-FLAG,P07-RUNTIME-CONTROL-FEATURE-FLAG,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021675,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Tenant Capability를 소비하는 모든 Runtime Instance,Tenant Capability가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Tenant Capability two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-TENANT-CAPABILITY,P07-RUNTIME-CONTROL-TENANT-CAPABILITY,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021685,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Gateway Route를 소비하는 모든 Runtime Instance,Gateway Route가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Gateway Route two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-GATEWAY-ROUTE,P07-RUNTIME-CONTROL-GATEWAY-ROUTE,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
CPF-FR-021695,,P1,cpf-admin control plane + runtime owner,com.cpf.admin + com.cpf.<owner>,,OPS-CONFIG/OPS-DRIFT/ADM-SERVICE,Routing Weight를 소비하는 모든 Runtime Instance,Routing Weight가 단일·Group·전체 Target에서 version·ACK·actual·drift·rollback까지 추적돼야 한다.,Routing Weight two-instance/offline/partial/restart/out-of-order/duplicate test,REQUIREMENT,DETAILED_FUNCTION,RTC-ROUTING-WEIGHT,P07-RUNTIME-CONTROL-ROUTING-WEIGHT,P07,,재확인 필요,미검증,CPF_REQUIREMENT_MASTER_PART_013_CPF-FR-020081__CPF-FR-021936.csv
