scenario_id,linked_requirement_id,canonical_requirement_id,scenario_type,title,topology,environment,acceptance_expected_result,failure_criteria,test_method,assertion,execution_command,exit_code_actual_result,evidence_path,개발GPT_자체검수상태,remaining_runtime_difference,primary_work_item_id
CPF-SC-028273,CPF-FR-017777,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017777] Gateway Desired/Actual Drift / API_PARITY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 API 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028274,CPF-FR-017778,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017778] Gateway Desired/Actual Drift / DB_PARITY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 DB 정합가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028275,CPF-FR-017779,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017779] Gateway Desired/Actual Drift / EVIDENCE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 UI Evidence가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028276,CPF-FR-017780,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017780] Gateway Desired/Actual Drift / AGGREGATION 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 Aggregation가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 Aggregation가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028277,CPF-FR-017781,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017781] Gateway Desired/Actual Drift / KPI_DRILLDOWN 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 KPI Drill-down가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 KPI Drill-down가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028278,CPF-FR-017782,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017782] Gateway Desired/Actual Drift / REFRESH 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 Refresh가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 Refresh가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-028279,CPF-FR-017783,OPS-DRIFT,DIRECT_VERIFICATION,[CPF-FR-017783] Gateway Desired/Actual Drift / ALERT 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Gateway Desired/Actual Drift의 Alert가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Gateway Desired/Actual Drift의 Alert가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY
CPF-SC-029746,CPF-FR-019328,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019328] Feature Flag / QUERY_INPUT 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 검색조건가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029747,CPF-FR-019329,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019329] Feature Flag / SERVER_PAGING 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 Server Paging가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029748,CPF-FR-019330,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019330] Feature Flag / LIST_COLUMNS 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 목록 Column가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029749,CPF-FR-019331,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019331] Feature Flag / DETAIL 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 상세가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029750,CPF-FR-019332,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019332] Feature Flag / STATE_UX 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 상태 UX가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029751,CPF-FR-019333,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019333] Feature Flag / PERMISSION 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 권한가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029752,CPF-FR-019334,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019334] Feature Flag / MASKING 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 PII·Secret가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029753,CPF-FR-019335,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019335] Feature Flag / AUDIT_HISTORY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 Audit·History가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029754,CPF-FR-019336,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019336] Feature Flag / DEEP_LINK 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 Deep Link가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029755,CPF-FR-019337,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019337] Feature Flag / ACCESSIBILITY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 접근성가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
CPF-SC-029756,CPF-FR-019338,OPS-CONFIG,DIRECT_VERIFICATION,[CPF-FR-019338] Feature Flag / PERFORMANCE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,Feature Flag의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.,"Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",Node OpenAPI negative gate + source trace,"Feature Flag의 성능가 실제 API·DB·권한·상태·Audit와 연결되고 정상·빈결과·권한부족·충돌·부분실패·세션만료에서 다음 행동을 알 수 있어야 한다. Browser build만 성공하거나 Mock/Raw JSON이면 실패다.; Menu/Route/빈 Component만 존재, Raw JSON Primary UI, Client 전체 Paging, UI-only 권한, Partial을 Empty로 표시, PII 원문 기본, Browser 미검증",See TEST_AND_EVIDENCE.md command matrix,N/A or partial; requestBody/query/generated-client/raw-URL contract failure; Browser scenario not executable,cpf-docs/work/current/development-session-results/CPF-V8-DEVGPT-6C-09dd686c/DEVGPT-6C/REV-001/evidence/V8_OPENAPI_NEGATIVE_GATE.json,미완료,6A OpenAPI/Generated Client correction and Browser E2E required.,CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY
