work_item_id,source_requirement_ids,priority,work_package,development_status,verification_status,runtime_status,overall_status,development_completion_reason,verification_incomplete_reason,source_identity,devgpt_status,independent_reviewer_status,qa_status,current_action,closure_rule
WP-CANON-OPS-CAPACITY,OPS-CAPACITY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-CONFIG,OPS-CONFIG,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-DR,OPS-DR,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-DRIFT,OPS-DRIFT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-INCIDENT,OPS-INCIDENT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-MAINT,OPS-MAINT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-METRIC,OPS-METRIC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-RUNBOOK,OPS-RUNBOOK,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-SELF,OPS-SELF,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-SLO,OPS-SLO,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-OPS-TOPOLOGY,OPS-TOPOLOGY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-PROD-EDITION,PROD-EDITION,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-PROD-MULTITENANT,PROD-MULTITENANT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-PROD-PACKAGE,PROD-PACKAGE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-PROD-PLUGIN,PROD-PLUGIN,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REL-COMPAT,REL-COMPAT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REL-DEPLOY,REL-DEPLOY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REL-MIG,REL-MIG,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REL-OPEN-GIT-CUSTOMER-SOURCE,REL-OPEN-GIT-CUSTOMER-SOURCE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REQ-CODEX,REQ-CODEX,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REQ-GAP,REQ-GAP,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-REQ-REVIEW,REQ-REVIEW,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-RULE-ARCH,RULE-ARCH,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-RULE-QUALITY,RULE-QUALITY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-RULE-SEC,RULE-SEC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAGA-COMP,SAGA-COMP,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAGA-CORE,SAGA-CORE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAGA-MANUAL,SAGA-MANUAL,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAMPLE-ACC,SAMPLE-ACC,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAMPLE-BIZADM,SAMPLE-BIZADM,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAMPLE-EDU,SAMPLE-EDU,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAMPLE-MBR,SAMPLE-MBR,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SAMPLE-REF,SAMPLE-REF,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-APP,SEC-APP,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-APPROVAL,SEC-APPROVAL,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-AUDIT,SEC-AUDIT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-AUTHN,SEC-AUTHN,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-CERT,SEC-CERT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-DOWNLOAD,SEC-DOWNLOAD,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-PRIVACY,SEC-PRIVACY,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-SECRET,SEC-SECRET,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-SEC-SESSION-DIST,SEC-SESSION-DIST,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-STARTER-DX,STARTER-DX,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-BROKER,TEST-BROKER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-BROWSER,TEST-BROWSER,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-CONTRACT,TEST-CONTRACT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-EVIDENCE,TEST-EVIDENCE,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-FAULT,TEST-FAULT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-RUNTIME,TEST-RUNTIME,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TEST-UNIT,TEST-UNIT,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
WP-CANON-TX-DX,TX-DX,P0,WP-CANONICAL-COVERAGE,미완료,미검증,NOT_EXECUTED,미검증,,Current exact-source Source/Consumer/Test/Runtime/Evidence를 요구사항별로 아직 재검증하지 않음,bb67ca18fcaceb9ddfda5c082f2f38e8deb76b5a58f30afc6c4ad04c31400d74,미완료,미완료,미완료,Requirement별 Source→Consumer→Test/Runtime→Evidence를 실제 실행해 닫는다.,Source/Consumer/Test/Runtime/Evidence 1:1 trace + mandatory physical PASS + independent review + QA final acceptance
