exact_id,product,operation_id,method,path,response_codes,development_status,verification_status,overall_status,qa_status,basis_sha,source_path,qa_comment
ADM-getAdmBatchJobInstanceLog,ADM,getAdmBatchJobInstanceLog,GET,/adm/api/reliability/batch-job-logs/{businessDate}/{jobName}/{jobInstanceId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmBrokerDlq,ADM,findAdmBrokerDlq,GET,/adm/api/reliability/broker/dlq,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-requestAdmBrokerDlqReplay,ADM,requestAdmBrokerDlqReplay,POST,/adm/api/reliability/broker/dlq/{messageId}/replay,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmBrokerInbox,ADM,findAdmBrokerInbox,GET,/adm/api/reliability/broker/inbox,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmBrokerOutbox,ADM,findAdmBrokerOutbox,GET,/adm/api/reliability/broker/outbox,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmFileTransferHistory,ADM,findAdmFileTransferHistory,GET,/adm/api/reliability/file-transfers,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmIdempotencyRecords,ADM,findAdmIdempotencyRecords,GET,/adm/api/reliability/idempotency,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-getAdmTransactionLogRecoveryStatus,ADM,getAdmTransactionLogRecoveryStatus,GET,/adm/api/reliability/transaction-log-recovery,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-retryAdmTraceRecoveryPoison,ADM,retryAdmTraceRecoveryPoison,POST,/adm/api/reliability/transaction-log-recovery/poison/{target}/{recoveryEventId}/retry,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-runAdmTransactionLogRecovery,ADM,runAdmTransactionLogRecovery,POST,/adm/api/reliability/transaction-log-recovery/run,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-findAdmUnknownResults,ADM,findAdmUnknownResults,GET,/adm/api/reliability/unknown-results,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-resolveAdmUnknownResult,ADM,resolveAdmUnknownResult,POST,/adm/api/reliability/unknown-results/{unknownId}/resolve,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogSearch,ADM,admRemoteLogSearch,GET,/adm/api/remote-logs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogBundleJobCreate,ADM,admRemoteLogBundleJobCreate,POST,/adm/api/remote-logs/bundle-jobs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogBundleJobFind,ADM,admRemoteLogBundleJobFind,GET,/adm/api/remote-logs/bundle-jobs/{jobId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogBundleJobDownload,ADM,admRemoteLogBundleJobDownload,GET,/adm/api/remote-logs/bundle-jobs/{jobId}/download,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogBundleDownloadTokenIssue,ADM,admRemoteLogBundleDownloadTokenIssue,POST,/adm/api/remote-logs/bundle-jobs/{jobId}/download-tokens,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogBundleDownload,ADM,admRemoteLogBundleDownload,POST,/adm/api/remote-logs/bundles,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogDiagnostics,ADM,admRemoteLogDiagnostics,GET,/adm/api/remote-logs/diagnostics,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogDownload,ADM,admRemoteLogDownload,GET,/adm/api/remote-logs/{artifactId}/download,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRemoteLogPreview,ADM,admRemoteLogPreview,GET,/adm/api/remote-logs/{artifactId}/preview,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResponseCodeFindAll,ADM,admResponseCodeFindAll,GET,/adm/api/response-codes,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResponseCodeCreate,ADM,admResponseCodeCreate,POST,/adm/api/response-codes,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResponseCodeDelete,ADM,admResponseCodeDelete,DELETE,/adm/api/response-codes/{responseCode},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResponseCodeFindOne,ADM,admResponseCodeFindOne,GET,/adm/api/response-codes/{responseCode},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admResponseCodeUpdate,ADM,admResponseCodeUpdate,PUT,/adm/api/response-codes/{responseCode},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindCapabilities,ADM,admRuntimeControlFindCapabilities,GET,/adm/api/runtime-control/capabilities,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlCreateChange,ADM,admRuntimeControlCreateChange,POST,/adm/api/runtime-control/changes,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindChange,ADM,admRuntimeControlFindChange,GET,/adm/api/runtime-control/changes/{changeId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlVerifyAudit,ADM,admRuntimeControlVerifyAudit,GET,/adm/api/runtime-control/changes/{changeId}/audit/verify,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlCancelChange,ADM,admRuntimeControlCancelChange,POST,/adm/api/runtime-control/changes/{changeId}/cancel,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlRollbackChange,ADM,admRuntimeControlRollbackChange,POST,/adm/api/runtime-control/changes/{changeId}/rollback,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlSaveGroup,ADM,admRuntimeControlSaveGroup,POST,/adm/api/runtime-control/groups,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlDeleteGroup,ADM,admRuntimeControlDeleteGroup,DELETE,/adm/api/runtime-control/groups/{groupId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindGroup,ADM,admRuntimeControlFindGroup,GET,/adm/api/runtime-control/groups/{groupId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlChangeGroupMember,ADM,admRuntimeControlChangeGroupMember,POST,/adm/api/runtime-control/groups/{groupId}/members,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindHealth,ADM,admRuntimeControlFindHealth,GET,/adm/api/runtime-control/health,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindByOperation,ADM,admRuntimeControlFindByOperation,GET,/adm/api/runtime-control/operations/{operationId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlPreviewChange,ADM,admRuntimeControlPreviewChange,POST,/adm/api/runtime-control/preview-change,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlPreviewTargets,ADM,admRuntimeControlPreviewTargets,POST,/adm/api/runtime-control/preview-targets,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindStateCatalog,ADM,admRuntimeControlFindStateCatalog,GET,/adm/api/runtime-control/states,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admRuntimeControlFindStatus,ADM,admRuntimeControlFindStatus,GET,/adm/api/runtime-control/status,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecretFindMetadata,ADM,admSecretFindMetadata,GET,/adm/api/secrets/metadata,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecretFindProviders,ADM,admSecretFindProviders,GET,/adm/api/secrets/providers,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecretRotate,ADM,admSecretRotate,POST,/adm/api/secrets/rotate,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecurityFindIpAllowlist,ADM,admSecurityFindIpAllowlist,GET,/adm/api/security/ip-allowlist,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecuritySaveIpAllowlist,ADM,admSecuritySaveIpAllowlist,POST,/adm/api/security/ip-allowlist,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecurityFindMfaStates,ADM,admSecurityFindMfaStates,GET,/adm/api/security/mfa,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecurityDisableMfa,ADM,admSecurityDisableMfa,POST,/adm/api/security/mfa/{operatorId}/disable,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecurityRegisterMfa,ADM,admSecurityRegisterMfa,POST,/adm/api/security/mfa/{operatorId}/register,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admSecurityVerifyMfa,ADM,admSecurityVerifyMfa,POST,/adm/api/security/mfa/{operatorId}/verify,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindCallHistory,ADM,admServiceRegistryFindCallHistory,GET,/adm/api/service-registry/call-history,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryCapabilities,ADM,admServiceRegistryCapabilities,GET,/adm/api/service-registry/capabilities,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindCircuitStates,ADM,admServiceRegistryFindCircuitStates,GET,/adm/api/service-registry/circuit-states,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindEndpoints,ADM,admServiceRegistryFindEndpoints,GET,/adm/api/service-registry/endpoints,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistrySaveEndpoint,ADM,admServiceRegistrySaveEndpoint,POST,/adm/api/service-registry/endpoints,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryDeleteEndpoint,ADM,admServiceRegistryDeleteEndpoint,DELETE,/adm/api/service-registry/endpoints/{endpointCode},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindHealth,ADM,admServiceRegistryFindHealth,GET,/adm/api/service-registry/health,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindInstances,ADM,admServiceRegistryFindInstances,GET,/adm/api/service-registry/instances,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistrySaveInstance,ADM,admServiceRegistrySaveInstance,POST,/adm/api/service-registry/instances,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryDeleteInstance,ADM,admServiceRegistryDeleteInstance,DELETE,/adm/api/service-registry/instances/{instanceId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindRoutingPolicies,ADM,admServiceRegistryFindRoutingPolicies,GET,/adm/api/service-registry/routing-policies,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryFindServices,ADM,admServiceRegistryFindServices,GET,/adm/api/service-registry/services,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistrySaveService,ADM,admServiceRegistrySaveService,POST,/adm/api/service-registry/services,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryDeleteService,ADM,admServiceRegistryDeleteService,DELETE,/adm/api/service-registry/services/{serviceId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admServiceRegistryChangeInstanceState,ADM,admServiceRegistryChangeInstanceState,POST,/adm/api/service-registry/services/{serviceId}/endpoints/{endpointCode}/instances/{instanceId}/state,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admStandardExecutionFindAll,ADM,admStandardExecutionFindAll,GET,/adm/api/standard-executions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admStandardExecutionFindOne,ADM,admStandardExecutionFindOne,GET,/adm/api/standard-executions/{standardExecutionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindGroups,ADM,admTransactionGroupFindGroups,GET,/adm/api/transaction-groups,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindDetail,ADM,admTransactionGroupFindDetail,GET,/adm/api/transaction-groups/{transactionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindExternalLogs,ADM,admTransactionGroupFindExternalLogs,GET,/adm/api/transaction-groups/{transactionId}/external-logs,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindHeaders,ADM,admTransactionGroupFindHeaders,GET,/adm/api/transaction-groups/{transactionId}/headers,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindSegments,ADM,admTransactionGroupFindSegments,GET,/adm/api/transaction-groups/{transactionId}/segments,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionGroupFindTimeline,ADM,admTransactionGroupFindTimeline,GET,/adm/api/transaction-groups/{transactionId}/timeline,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionMetaFindTransactions,ADM,admTransactionMetaFindTransactions,GET,/adm/api/transactions,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionMetaFindPage,ADM,admTransactionMetaFindPage,GET,/adm/api/transactions/page,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionMetaScan,ADM,admTransactionMetaScan,POST,/adm/api/transactions/scan,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionMetaFindTransaction,ADM,admTransactionMetaFindTransaction,GET,/adm/api/transactions/{transactionId},200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-admTransactionMetaInactivate,ADM,admTransactionMetaInactivate,POST,/adm/api/transactions/{transactionId}/inactive,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
ADM-getAdmSystemVersion,ADM,getAdmSystemVersion,GET,/adm/api/v1/system/version,200,재개발 요청,실패,실패,FAIL,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationFindAdminUsers,BZA,bzaOperationFindAdminUsers,GET,/api/bza/admin-users,200;401;403;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
BZA-bzaOperationSaveAdminUser,BZA,bzaOperationSaveAdminUser,POST,/api/bza/admin-users,200;401;403;409;422;429;500;503,재검수 요청,재확인 필요,재확인 필요,재확인 필요,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,cpf-biz-admin/frontend/openapi/cpf-openapi.json,Operation-level error contract checked; runtime Controller/DTO/export zero-drift remains required.
