record_type,record_id,related_requirement_id,development_status,verification_status,source_or_evidence_paths,notes
SCENARIO,QA32-S125,BUILD-PROV-003,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S125.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S126,BUILD-PROV-003,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S126.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S127,BUILD-ART-006,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S127.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py",실제 Runtime 실행 필요
SCENARIO,QA32-S128,BUILD-ART-006,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S128.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,실제 Runtime 실행 필요
SCENARIO,QA32-S129,BUILD-ART-006,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S129.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S130,BUILD-GOV-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S130.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md",실제 Runtime 실행 필요
SCENARIO,QA32-S131,BUILD-GOV-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S131.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md,실제 Runtime 실행 필요
SCENARIO,QA32-S132,BUILD-GOV-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S132.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S133,BUILD-OBS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S133.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S134,BUILD-OBS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S134.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S135,BUILD-OBS-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S135.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S136,SRC-ABSENCE-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S136.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S137,SRC-ABSENCE-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S137.json;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py,실제 Runtime 실행 필요
SCENARIO,QA32-S138,SRC-ABSENCE-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S138.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S139,SRC-ERR-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S139.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S140,SRC-ERR-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S140.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py,실제 Runtime 실행 필요
SCENARIO,QA32-S141,SRC-ERR-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S141.json;cpf-starters/observability/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S142,SRC-CONC-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S142.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S143,SRC-CONC-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S143.json;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py,실제 Runtime 실행 필요
SCENARIO,QA32-S144,SRC-CONC-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S144.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S145,SRC-EXEC-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S145.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S146,SRC-EXEC-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S146.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S147,SRC-EXEC-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S147.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S148,SRC-EXEC-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S148.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S149,SRC-EGRESS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S149.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",실제 Runtime 실행 필요
SCENARIO,QA32-S150,SRC-EGRESS-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S150.json;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**,실제 Runtime 실행 필요
SCENARIO,QA32-S151,SRC-EGRESS-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S151.json;cpf-starters/resilience/**;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S152,CFG-ENV-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S152.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java",실제 Runtime 실행 필요
SCENARIO,QA32-S153,CFG-ENV-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S153.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java,실제 Runtime 실행 필요
SCENARIO,QA32-S154,CFG-ENV-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S154.json;cpf-starters/secret/**;cpf-biz-admin/src/main/java/com/cpf/bizadmin/auth/service/BzaBootstrapRunner.java;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S155,SRC-INCOMPLETE-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S155.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md",실제 Runtime 실행 필요
SCENARIO,QA32-S156,SRC-INCOMPLETE-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S156.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md,실제 Runtime 실행 필요
SCENARIO,QA32-S157,SRC-INCOMPLETE-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S157.json;cpf-tools/supply-chain/**;cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1;cpf-docs/legal/THIRD_PARTY_NOTICES_QA32.md;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S158,SEC-SCRIPT-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S158.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S159,SEC-SCRIPT-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S159.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S160,SEC-SCRIPT-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S160.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S161,BUILD-PS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S161.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",실제 Runtime 실행 필요
SCENARIO,QA32-S162,BUILD-PS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S162.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**",실제 Runtime 실행 필요
SCENARIO,QA32-S163,BUILD-PS-001,완료,완료,"cpf-docs/evidence/current/scenarios/QA32-S163.json;cpf-batch/execution-runtime/**;cpf-batch/worker/src/main/java/com/cpf/batch/worker/SpringBatchWorkerStepHandler.java;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V82__*.sql;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V84__*.sql;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",정적 Gate 실행 완료
SCENARIO,QA32-S164,SRC-FS-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S164.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S165,SRC-FS-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S165.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py,실제 Runtime 실행 필요
SCENARIO,QA32-S166,SRC-FS-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S166.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S167,SRC-REFLECT-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S167.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S168,SRC-REFLECT-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S168.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py,실제 Runtime 실행 필요
SCENARIO,QA32-S169,SRC-REFLECT-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S169.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S170,SRC-DESER-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S170.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql",실제 Runtime 실행 필요
SCENARIO,QA32-S171,SRC-DESER-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S171.json;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py,실제 Runtime 실행 필요
SCENARIO,QA32-S172,SRC-DESER-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S172.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S173,SEC-CRYPTO-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S173.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv",실제 Runtime 실행 필요
SCENARIO,QA32-S174,SEC-CRYPTO-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S174.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,실제 Runtime 실행 필요
SCENARIO,QA32-S175,SEC-CRYPTO-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S175.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S176,SRC-SQL-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S176.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S177,SRC-SQL-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S177.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S178,SRC-SQL-001,완료,완료,cpf-docs/evidence/current/scenarios/QA32-S178.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/deploy/**;cpf-batch/host-agent/src/main/java/com/cpf/batch/agent/**;settings.gradle;build.gradle;gradle/cpf-stack.properties;cpf-tools/scripts/verify-cpf-qa32-generator.py;cpf-tools/scripts/verify-cpf-qa32-repository-security.py;cpf-tools/scripts/verify-cpf-qa32-primary-engines.py;cpf-tools/scripts/verify-cpf-qa32-completion.py;cpf-docs/quality/CPF_20260730_QA32_RESULT_MATRIX.csv,정적 Gate 실행 완료
SCENARIO,QA32-S179,SRC-RESOURCE-001,완료,미검증,"cpf-docs/evidence/current/scenarios/QA32-S179.json;cpf-admin/frontend/**;cpf-biz-admin/frontend/**;cpf-starters/security/**;cpf-tools/db/vendor/{oracle,postgresql,mariadb}/**/V83__*.sql;cpf-tools/scripts/verify-cpf-qa32-repository-security.py",실제 Runtime 실행 필요
SCENARIO,QA32-S180,SRC-RESOURCE-001,완료,미검증,cpf-docs/evidence/current/scenarios/QA32-S180.json;cpf-tools/scripts/verify-cpf-qa32-repository-security.py,실제 Runtime 실행 필요
