scenario_id,requirement_id,priority,phase,scenario_type,title,preconditions,steps,expected_result,required_evidence,mandatory,initial_status
QA32-S109,BUILD-REL-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Release Ref 정책 단일화 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 release/final/governance/workflows의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: branch/tag/detached/fork/source archive. 또한 금지된 부분 구현 방식(master를 main으로 문자열 교체만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, ref decision/evidence",Y,NOT_EXECUTED
QA32-S110,BUILD-REL-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Release Ref 정책 단일화 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(hardcoded branch scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; ref decision/evidence,Y,NOT_EXECUTED
QA32-S111,BUILD-PROV-002,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Artifact 무결성 Metadata 의미 명확화 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 JAR manifest/release manifest/SBOM의 현재 구현 및 consumer inventory를 확보한다.,artifact digest sidecar/manifest/signature and coordinate binding을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,외부 signed linkage와 digest semantics 명확화이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,hash/signature/manifest,Y,NOT_EXECUTED
QA32-S112,BUILD-PROV-002,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Artifact 무결성 Metadata 의미 명확화 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 JAR manifest/release manifest/SBOM의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: tamper/repack. 또한 금지된 부분 구현 방식(placeholder metadata 유지)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, hash/signature/manifest",Y,NOT_EXECUTED
QA32-S113,BUILD-PROV-002,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Artifact 무결성 Metadata 의미 명확화 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(metadata schema/parity)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; hash/signature/manifest,Y,NOT_EXECUTED
QA32-S114,BUILD-GEN-004,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,생성 Domain Dependency 재현성 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 generated build/lock의 현재 구현 및 consumer inventory를 확보한다.,lock/version catalog/offline cache provenance을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,same input/toolchain/repository snapshot→same graph이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,lock/graph diff,Y,NOT_EXECUTED
QA32-S115,BUILD-GEN-004,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,생성 Domain Dependency 재현성 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 generated build/lock의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: two clean generations. 또한 금지된 부분 구현 방식(생성 성공만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, lock/graph diff",Y,NOT_EXECUTED
QA32-S116,BUILD-GEN-004,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,생성 Domain Dependency 재현성 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(graph hash)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; lock/graph diff,Y,NOT_EXECUTED
QA32-S117,BUILD-PKG-002,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,실행 Artifact Dependency 정밀 검증 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 bootJar/war/lib의 현재 구현 및 consumer inventory를 확보한다.,"unpack index, duplicates, forbidden libs, classpath order을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",실제 archive dependency coordinate/version/hash를 검증이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,inventory/SBOM parity,Y,NOT_EXECUTED
QA32-S118,BUILD-PKG-002,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,실행 Artifact Dependency 정밀 검증 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 bootJar/war/lib의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: wrong version/duplicate injection. 또한 금지된 부분 구현 방식(core/common 이름 존재만)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, inventory/SBOM parity",Y,NOT_EXECUTED
QA32-S119,BUILD-PKG-002,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,실행 Artifact Dependency 정밀 검증 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(archive inventory gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; inventory/SBOM parity,Y,NOT_EXECUTED
QA32-S120,BUILD-ART-005,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,검증 경로 Artifact Mode 일치 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 smoke/export/verify scripts의 현재 구현 및 consumer inventory를 확보한다.,verification wrapper and evidence을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,검증마다 실제 mode/repos/cache/network 상태 기록·준수이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,actual repositories/cache,Y,NOT_EXECUTED
QA32-S121,BUILD-ART-005,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,검증 경로 Artifact Mode 일치 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 smoke/export/verify scripts의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: network blocked, empty cache. 또한 금지된 부분 구현 방식(task 이름만 offline)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, actual repositories/cache",Y,NOT_EXECUTED
QA32-S122,BUILD-ART-005,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,검증 경로 Artifact Mode 일치 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(mode evidence gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; actual repositories/cache,Y,NOT_EXECUTED
QA32-S123,BUILD-PROV-003,P0,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Source Identity 미확인 시 Artifact 재사용 차단 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 verify-local-artifact-propagation/generator의 현재 구현 및 consumer inventory를 확보한다.,strict resolver and signed source manifest fallback을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,source identity 검증 불가 시 reuse/promoted 판정 실패이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,resolver output/reuse decision,Y,NOT_EXECUTED
QA32-S124,BUILD-PROV-003,P0,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Source Identity 미확인 시 Artifact 재사용 차단 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 verify-local-artifact-propagation/generator의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: git missing/damaged/mismatch. 또한 금지된 부분 구현 방식(UNKNOWN을 경고로 통과)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, resolver output/reuse decision",Y,NOT_EXECUTED
QA32-S125,BUILD-PROV-003,P0,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Source Identity 미확인 시 Artifact 재사용 차단 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(unknown identity fixture)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; resolver output/reuse decision,Y,NOT_EXECUTED
QA32-S126,BUILD-PROV-003,P0,P2_BUILD_SUPPLY_GENERATOR,P0_RECOVERY_REHEARSAL,Source Identity 미확인 시 Artifact 재사용 차단 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S127,BUILD-ART-006,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Offline Bundle 콘텐츠 Allowlist·Secret Hygiene 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 vendor packs/offline ZIP의 현재 구현 및 consumer inventory를 확보한다.,path/ext/size/count/secret/symlink/executable allowlist을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,manifest-listed safe files만 bundle이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,inventory/hashes/scan,Y,NOT_EXECUTED
QA32-S128,BUILD-ART-006,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Offline Bundle 콘텐츠 Allowlist·Secret Hygiene 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 vendor packs/offline ZIP의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: malicious extra file, symlink, secret. 또한 금지된 부분 구현 방식(source와 동일하면 안전하다고 판정)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, inventory/hashes/scan",Y,NOT_EXECUTED
QA32-S129,BUILD-ART-006,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Offline Bundle 콘텐츠 Allowlist·Secret Hygiene 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(content scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; inventory/hashes/scan,Y,NOT_EXECUTED
QA32-S130,BUILD-GOV-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,GitHub Governance Tool·Repository Portability 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 verify-github-governance/CI의 현재 구현 및 consumer inventory를 확보한다.,"preflight, GHES/fork/rate limit support을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.","repo metadata 기반, tool/API adapter, UNVERIFIED fail closed이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.",query metadata/result,Y,NOT_EXECUTED
QA32-S131,BUILD-GOV-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,GitHub Governance Tool·Repository Portability 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 verify-github-governance/CI의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: auth/rate/fork/default branch. 또한 금지된 부분 구현 방식(CLI 설치 문제를 제품 실패와 혼동)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, query metadata/result",Y,NOT_EXECUTED
QA32-S132,BUILD-GOV-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,GitHub Governance Tool·Repository Portability 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(portability tests)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; query metadata/result,Y,NOT_EXECUTED
QA32-S133,BUILD-OBS-001,P1,P2_BUILD_SUPPLY_GENERATOR,POSITIVE_VERTICAL_SLICE,Build·Generator 검증 실패 진단 보존 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 scripts/subprocess의 현재 구현 및 consumer inventory를 확보한다.,"capture files, distinguish stale vs integrity/security failure을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",failure code와 sanitized diagnostics 보존이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,diagnostic/evidence,Y,NOT_EXECUTED
QA32-S134,BUILD-OBS-001,P1,P2_BUILD_SUPPLY_GENERATOR,NEGATIVE_FAILURE_INJECTION,Build·Generator 검증 실패 진단 보존 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 scripts/subprocess의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: failing child process. 또한 금지된 부분 구현 방식(후속 성공으로 실패 덮기)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, diagnostic/evidence",Y,NOT_EXECUTED
QA32-S135,BUILD-OBS-001,P1,P2_BUILD_SUPPLY_GENERATOR,COMPLETION_GATE,Build·Generator 검증 실패 진단 보존 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(suppression scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; diagnostic/evidence,Y,NOT_EXECUTED
QA32-S136,SRC-ABSENCE-001,P1,P3_SOURCE_SECURITY_RELIABILITY,POSITIVE_VERTICAL_SLICE,Optional·Nullable 부재 상태 Typed Contract 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 all product/generated source의 현재 구현 및 consumer inventory를 확보한다.,"presence contract, nullability annotations, concurrency-safe lookup을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",업무 부재를 typed error/state로 처리이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,error code/API response,Y,NOT_EXECUTED
QA32-S137,SRC-ABSENCE-001,P1,P3_SOURCE_SECURITY_RELIABILITY,NEGATIVE_FAILURE_INJECTION,Optional·Nullable 부재 상태 Typed Contract 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 all product/generated source의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: missing/concurrent delete. 또한 금지된 부분 구현 방식(한 파일만 수정)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, error code/API response",Y,NOT_EXECUTED
QA32-S138,SRC-ABSENCE-001,P1,P3_SOURCE_SECURITY_RELIABILITY,COMPLETION_GATE,Optional·Nullable 부재 상태 Typed Contract 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(static optional rule)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; error code/API response,Y,NOT_EXECUTED
QA32-S139,SRC-ERR-001,P1,P3_SOURCE_SECURITY_RELIABILITY,POSITIVE_VERTICAL_SLICE,Exception Taxonomy·Unknown Recovery Contract 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 all runtime/source/scripts의 현재 구현 및 consumer inventory를 확보한다.,"typed exceptions, interrupt restore, root cause masking/audit을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",validation/auth/timeout/transport/conflict/unknown 분류와 recovery이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,error/ledger/reconcile,Y,NOT_EXECUTED
QA32-S140,SRC-ERR-001,P1,P3_SOURCE_SECURITY_RELIABILITY,NEGATIVE_FAILURE_INJECTION,Exception Taxonomy·Unknown Recovery Contract 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 all runtime/source/scripts의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: timeout/interruption/partial side effect. 또한 금지된 부분 구현 방식(catch를 로그만 남기고 계속)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, error/ledger/reconcile",Y,NOT_EXECUTED
QA32-S141,SRC-ERR-001,P1,P3_SOURCE_SECURITY_RELIABILITY,COMPLETION_GATE,Exception Taxonomy·Unknown Recovery Contract 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(catch/printStackTrace gate)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; error/ledger/reconcile,Y,NOT_EXECUTED
QA32-S142,SRC-CONC-001,P1,P3_SOURCE_SECURITY_RELIABILITY,POSITIVE_VERTICAL_SLICE,Blocking Wait·Polling·Cancellation·Executor Lifecycle 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 threads/schedulers/SSE/workers의 현재 구현 및 consumer inventory를 확보한다.,"no request-thread sleep, shutdown, queue/backpressure, deadline을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",owned bounded executors 또는 virtual-thread policy와 cancellation이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,thread/heap/queue metrics,Y,NOT_EXECUTED
QA32-S143,SRC-CONC-001,P1,P3_SOURCE_SECURITY_RELIABILITY,NEGATIVE_FAILURE_INJECTION,Blocking Wait·Polling·Cancellation·Executor Lifecycle 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 threads/schedulers/SSE/workers의 현재 구현 및 consumer inventory를 확보한다.,"다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: slow consumer, shutdown, load. 또한 금지된 부분 구현 방식(Thread.sleep만 다른 sleep로 교체)을 의도적으로 재현한다.","위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, thread/heap/queue metrics",Y,NOT_EXECUTED
QA32-S144,SRC-CONC-001,P1,P3_SOURCE_SECURITY_RELIABILITY,COMPLETION_GATE,Blocking Wait·Polling·Cancellation·Executor Lifecycle 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(thread/executor scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; thread/heap/queue metrics,Y,NOT_EXECUTED
QA32-S145,SRC-EXEC-001,P0,P3_SOURCE_SECURITY_RELIABILITY,POSITIVE_VERTICAL_SLICE,Privileged Process Execution Security Boundary 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 Java/PowerShell/shell/agents의 현재 구현 및 consumer inventory를 확보한다.,"no shell string concat, canonical executable, minimal env, timeout/process tree/output bound을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.",structured allowlisted command execution with trust and audit이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,command audit/result,Y,NOT_EXECUTED
QA32-S146,SRC-EXEC-001,P0,P3_SOURCE_SECURITY_RELIABILITY,NEGATIVE_FAILURE_INJECTION,Privileged Process Execution Security Boundary 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 Java/PowerShell/shell/agents의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: injection/path/env/output/kill. 또한 금지된 부분 구현 방식(ProcessBuilder wrapper만 추가)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, command audit/result",Y,NOT_EXECUTED
QA32-S147,SRC-EXEC-001,P0,P3_SOURCE_SECURITY_RELIABILITY,COMPLETION_GATE,Privileged Process Execution Security Boundary 완료 판정 Gate,모든 변경이 Working Tree에 존재하고 Result Matrix 초안이 작성되어 있다.,"정적·Architecture Gate(command architecture scanner)를 실행하고 동일 패턴을 repository 전체, generator template, generated source, published artifact에서 재검색한다.","미구현·부분 구현·미검증 행이 남으면 완료가 거부된다. 모든 소비자 이관, legacy 제거, 실행 Evidence가 있을 때만 완료된다.",Gate command/환경/시작·종료시각/Exit Code/report hash; command audit/result,Y,NOT_EXECUTED
QA32-S148,SRC-EXEC-001,P0,P3_SOURCE_SECURITY_RELIABILITY,P0_RECOVERY_REHEARSAL,Privileged Process Execution Security Boundary 장애 중단·재시작·복구,실제 또는 격리된 동등 환경에서 처리 중 상태와 persistent evidence가 준비되어 있다.,"처리 중 process kill, response loss, duplicate retry, stale worker/instance, restart를 조합하여 주입하고 reconciliation 또는 rollback을 실행한다.",데이터 손상·중복 side effect·권한 우회 없이 실제 상태가 확정되며 UNKNOWN_RESULT는 임의 성공/실패로 축약되지 않는다.,"전후 DB/ledger/state diff, recovery command, exact artifact/source SHA, final actual state",Y,NOT_EXECUTED
QA32-S149,SRC-EGRESS-001,P1,P3_SOURCE_SECURITY_RELIABILITY,POSITIVE_VERTICAL_SLICE,Outbound Network·HTTP Resilience·Egress 통제 정상 수직 Slice,Repository HEAD와 시작 SHA를 기록하고 WebClient/RestClient/socket/scripts의 현재 구현 및 consumer inventory를 확보한다.,scheme/authority/host/IP/redirect/TLS/timeouts/idempotency을 구현한다. UI/API/Owner/DB 또는 State/Runtime Consumer/실패·복구/Audit가 해당되는 경우 모두 연결한 뒤 실제 실행한다.,approved client/endpoint registry and canonical URI policy이 실제 Primary Path에서 동작하며 legacy fallback 없이 성공한다.,policy decision/traces,Y,NOT_EXECUTED
QA32-S150,SRC-EGRESS-001,P1,P3_SOURCE_SECURITY_RELIABILITY,NEGATIVE_FAILURE_INJECTION,Outbound Network·HTTP Resilience·Egress 통제 실패·우회 차단,Repository HEAD와 시작 SHA를 기록하고 WebClient/RestClient/socket/scripts의 현재 구현 및 consumer inventory를 확보한다.,다음 실패·오용 조건을 fixture 또는 실제 환경으로 주입한다: SSRF/DNS rebinding/redirect/timeout. 또한 금지된 부분 구현 방식(localhost 문자열만 제거)을 의도적으로 재현한다.,"위험 입력·불완전 구현·정책 우회는 fail-closed로 차단되고, 상태·오류·원장·복구 가능성이 명확히 기록된다.","Negative fixture 결과, Exit Code, typed error/state, audit/ledger, policy decision/traces",Y,NOT_EXECUTED
