scenario_id,requirement_id,category,topology,preconditions,steps,failure_injection,expected_result,evidence,status
QA33-SC-0329,QA33-REQ-110,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Batch/Kafka 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0330,QA33-REQ-110,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0331,QA33-REQ-111,SOURCE_CONTRACT,fresh clone / clean worktree,pwsh -NoProfile -File cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Root .와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: `pwsh -NoProfile -File cpf-tools/scripts/verify-cpf-qa33-runtime.ps1 -Root .` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0332,QA33-REQ-111,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway/Operations 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0333,QA33-REQ-111,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0334,QA33-REQ-112,SOURCE_CONTRACT,fresh clone / clean worktree,pwsh -NoProfile -File cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1 -Root .와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: `pwsh -NoProfile -File cpf-tools/scripts/generate-cpf-supply-chain-evidence.ps1 -Root .` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0335,QA33-REQ-112,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Supply Chain 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0336,QA33-REQ-112,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0337,QA33-REQ-113,SOURCE_CONTRACT,fresh clone / clean worktree,python cpf-tools/scripts/verify-cpf-qa33-result-coverage.py --root . --release와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: `python cpf-tools/scripts/verify-cpf-qa33-result-coverage.py --root . --release` 또는 정본 동등 명령을 실제 환경에서 실행하고 발견 결함을 수정한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",명령·환경·시작/종료·exit code·report hash·artifact hash·sanitization·exact SHA를 Evidence로 남긴다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0338,QA33-REQ-113,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Evidence 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0339,QA33-REQ-113,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 기능은 multi-instance, duplicate, response loss, timeout, process kill, retry/reconcile/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0340,QA33-REQ-114,SOURCE_CONTRACT,fresh clone / clean worktree,Repository 전체와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 최신 origin/master exact SHA와 clean worktree에서만 개발·검증·Evidence·ZIP을 생성한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0341,QA33-REQ-114,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Governance 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0342,QA33-REQ-114,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0343,QA33-REQ-115,SOURCE_CONTRACT,fresh clone / clean worktree,모든 Matrix와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 허용 상태 6개만 사용하고 development_status와 verification_status를 분리한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0344,QA33-REQ-115,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Governance 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0345,QA33-REQ-115,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0346,QA33-REQ-116,SOURCE_CONTRACT,fresh clone / clean worktree,Requirement/Defect/Scenario/OSS/Evidence와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Requirement→Source/API/SQL/Test/Runtime/Evidence와 구현→Requirement/Owner/Consumer를 양방향 검증한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0347,QA33-REQ-116,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Traceability 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0348,QA33-REQ-116,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0349,QA33-REQ-117,SOURCE_CONTRACT,fresh clone / clean worktree,전체 Gradle Project graph와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: fresh clone, empty cache, Java25에서 settings evaluation부터 full build/test/publish simulation을 실행한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0350,QA33-REQ-117,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Build 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0351,QA33-REQ-117,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0352,QA33-REQ-118,SOURCE_CONTRACT,fresh clone / clean worktree,LOCAL_DEV/REMOTE/OFFLINE와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Artifact mode 사이 fallback 없이 plugin/dependency/publication 공급원을 fail-closed한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0353,QA33-REQ-118,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Build 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0354,QA33-REQ-118,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0355,QA33-REQ-119,SOURCE_CONTRACT,fresh clone / clean worktree,POM/BOM/lock/SBOM와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Source dependency, Published POM, resolved graph, final artifact, SBOM을 양방향 대조한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0356,QA33-REQ-119,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Build 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0357,QA33-REQ-119,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0358,QA33-REQ-120,SOURCE_CONTRACT,fresh clone / clean worktree,ADM/BZA package/generated/bundle와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Node/npm exact version, lockfile, generated client, browser bundle hash를 동일 Source SHA에 연결한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0359,QA33-REQ-120,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Frontend 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0360,QA33-REQ-120,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0361,QA33-REQ-121,SOURCE_CONTRACT,fresh clone / clean worktree,ADM/BZA 모든 Route와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 권한/loading/empty/error/paging/sort/responsive/keyboard/a11y를 실제 Browser에서 검증한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0362,QA33-REQ-121,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Frontend 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0363,QA33-REQ-121,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0364,QA33-REQ-122,SOURCE_CONTRACT,fresh clone / clean worktree,ADM/BZA BFF와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: Body/storage/log/URL/DOM에 access token, refresh token, session id, cookie secret 원문 노출 0을 증명한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0365,QA33-REQ-122,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Security 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0366,QA33-REQ-122,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0367,QA33-REQ-123,SOURCE_CONTRACT,fresh clone / clean worktree,위험 운영 API와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 권한·사유·승인·감사·결과·재실행 제한을 server에서 강제하고 client actor field를 신뢰하지 않는다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0368,QA33-REQ-123,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Security 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0369,QA33-REQ-123,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0370,QA33-REQ-124,SOURCE_CONTRACT,fresh clone / clean worktree,SCG MVC Data Plane와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: SCG 표준 lifecycle/filter/loadbalancer/resilience를 실제 Primary로 사용하고 자체 proxy/Dual Primary를 제거한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0371,QA33-REQ-124,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0372,QA33-REQ-124,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
QA33-SC-0373,QA33-REQ-125,SOURCE_CONTRACT,fresh clone / clean worktree,Scale-out/stream와 관련 정본을 최신 exact SHA에서 로드한다.,"Owner·Public API/SPI/Internal 경계, dependency, Bean/Route/SQL, 실제 Consumer import/call을 추적한다. 요구: 다중 Gateway와 long response/disconnect/retry/failover에서 attempt/transaction ledger가 실제 완료와 일치한다.","marker-only, dead bean, wrong project path, stale generated artifact 또는 legacy consumer fixture",정본 Gate와 실제 Runtime Evidence가 모두 통과하고 Matrix가 exact path와 Evidence를 가리킨다.,"inspected path list, sourceSha, command, dependency/call graph, report hash",미검증
QA33-SC-0374,QA33-REQ-125,NEGATIVE_BOUNDARY,local + product profile,정상 설정과 invalid/stale/oversize/unauthorized/conflict fixture를 준비한다.,"Gateway 경계에 malformed input, wrong SHA, stale token/fence, permission denial, timeout을 적용한다.",commit/ACK/response 전후 중 관련 지점에 실패를 주입한다.,fail-closed 또는 정의된 안전 상태로 전이하고 민감정보와 원 업무 상태를 오염시키지 않는다.,"negative report, error taxonomy, audit, sanitized log hash",미검증
QA33-SC-0375,QA33-REQ-125,RUNTIME_FAILURE_RECOVERY,동일 JVM + 분리 WAS + 다중 인스턴스,Java25/DB/Kafka/Browser/Process/Artifact 실제 환경과 관측 수단을 준비한다.,"정상 실행 후 duplicate/retry, DB/Kafka/network 차단, process kill, restart/reconcile을 수행한다. 관련 topology의 다중 인스턴스·부분 실패·retry/recovery/rollback을 포함한다.",side effect·DB commit·ACK·response write 전/후 지점별 중단,중복 side effect 없이 완료/실패/UNKNOWN_RESULT가 정확하고 자동 또는 승인된 수동 복구가 가능하다.,runtime command/topology/profile/timestamps/exit/report/trace/log/metric/artifact hashes,미검증
