requirement_id,section,edu_feature_ids,public_contract,reference_source,normal_scenario,error_fault_recovery_scenario,adm_observation_path,runtime_command,coverage_development_status,runtime_verification_status,evidence
ADM-AUDIT,Admin/Security/Operations,EDU-029 | EDU-018,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java,EDU-029-SCN-NORMAL | EDU-018-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY,/dashboard | /logs,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-TX,Admin/Security/Operations,EDU-029,cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/dashboard,npm --prefix ./cpf-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-TIMELINE,Admin/Security/Operations,EDU-029 | EDU-018,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java,EDU-029-SCN-NORMAL | EDU-018-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY,/dashboard | /logs,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-SERVICE,Admin/Security/Operations,EDU-029,cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/dashboard,npm --prefix ./cpf-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-LOG,Admin/Security/Operations,EDU-029 | EDU-018,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java,EDU-029-SCN-NORMAL | EDU-018-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY,/dashboard | /logs,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-BATCH,Admin/Security/Operations,EDU-029 | EDU-021 | EDU-025 | EDU-026,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-batch/contract/src/main/java/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-021-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-026-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY,/dashboard | /batchExecutions | /centerCut | /batchAgents,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-CENTER,Admin/Security/Operations,EDU-029 | EDU-021 | EDU-025 | EDU-026,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-batch/contract/src/main/java/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-021-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-026-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY,/dashboard | /batchExecutions | /centerCut | /batchAgents,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-AGENT,Admin/Security/Operations,EDU-029 | EDU-021 | EDU-025 | EDU-026,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-batch/contract/src/main/java/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-021-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-026-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY,/dashboard | /batchExecutions | /centerCut | /batchAgents,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-EXS,Admin/Security/Operations,EDU-029 | EDU-011,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/external/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/external/**/*.java,EDU-029-SCN-NORMAL | EDU-011-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-011-SCN-ERROR | EDU-011-SCN-RECOVERY | EDU-011-SCN-SECURITY,/dashboard | /gateway-health,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.external.*Rest*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-RECOVERY,Admin/Security/Operations,EDU-029 | EDU-008 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-tools/runtime/**/*,EDU-029-SCN-NORMAL | EDU-008-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/dashboard | /recoveryCenter | /topology,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-INCIDENT,Admin/Security/Operations,EDU-029 | EDU-008 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-tools/runtime/**/*,EDU-029-SCN-NORMAL | EDU-008-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/dashboard | /recoveryCenter | /topology,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-UX,Admin/Security/Operations,EDU-029,cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/dashboard,npm --prefix ./cpf-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
ADM-APPROVAL,Admin/Security/Operations,EDU-029 | EDU-017,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-029-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/dashboard | /security,"npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BZA-BUSINESS,Admin/Security/Operations,EDU-030 | EDU-017,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-biz-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-030-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/approvals | /security,"npm --prefix ./cpf-biz-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BZA-ORG,Admin/Security/Operations,EDU-030 | EDU-017,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-biz-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-030-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/approvals | /security,"npm --prefix ./cpf-biz-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BZA-APPROVAL,Admin/Security/Operations,EDU-030 | EDU-017,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-biz-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-030-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/approvals | /security,"npm --prefix ./cpf-biz-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
BZA-SEQUENCE-SAMPLE,Admin/Security/Operations,EDU-030 | EDU-017,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-biz-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-030-SCN-NORMAL | EDU-017-SCN-NORMAL,EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/approvals | /security,"npm --prefix ./cpf-biz-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-AUTHN,Admin/Security/Operations,EDU-017,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-017-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/security,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-AUTHZ,Admin/Security/Operations,EDU-017,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-017-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/security,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-SECRET,Admin/Security/Operations,EDU-017 | EDU-016,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-admin/src/main/java/com/cpf/admin/opr/controller/AdmSecretController.java,EDU-017-SCN-NORMAL | EDU-016-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-016-SCN-ERROR | EDU-016-SCN-RECOVERY | EDU-016-SCN-SECURITY,/security | /secrets,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*Secret*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-CERT,Admin/Security/Operations,EDU-017,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-017-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/security,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-PRIVACY,Admin/Security/Operations,EDU-017,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-017-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/security,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-DOWNLOAD,Admin/Security/Operations,EDU-017 | EDU-013,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/file/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-reference/src/main/java/com/cpf/reference/filetransfer/**/*.java,EDU-017-SCN-NORMAL | EDU-013-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-013-SCN-ERROR | EDU-013-SCN-RECOVERY | EDU-013-SCN-SECURITY,/security | /fileJobs,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.filetransfer.*"" --tests ""com.cpf.reference.archive.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-APP,Admin/Security/Operations,EDU-017,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java,EDU-017-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY,/security,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-APPROVAL,Admin/Security/Operations,EDU-017 | EDU-027,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | deploy/**/*,EDU-017-SCN-NORMAL | EDU-027-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY,/security | /runtimeControl,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
SEC-AUDIT,Admin/Security/Operations,EDU-017 | EDU-018,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java,EDU-017-SCN-NORMAL | EDU-018-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY,/security | /logs,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-METRIC,Admin/Security/Operations,EDU-018 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/logs | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-SLO,Admin/Security/Operations,EDU-018 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/logs | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-ALERT,Admin/Security/Operations,EDU-018 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/logs | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-INCIDENT,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-tools/runtime/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/logs | /dashboard | /topology,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-RUNBOOK,Admin/Security/Operations,EDU-018 | EDU-029 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-tools/runtime/**/*,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/logs | /dashboard | /topology,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-SELF,Admin/Security/Operations,EDU-018 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/logs | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
OPS-TOPOLOGY,Admin/Security/Operations,EDU-018 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-018-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/logs | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
