id,kind,wp,title,priority,owner,request,development_status,verification_status,source_evidence
WP11-R015,Requirement,WP11,Restart Scan,P0,cpf-batch worker/agent,재기동 후 Inbox/Processing/Unknown을 재탐색한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R016,Requirement,WP11,Unknown Result,P0,cpf-batch worker/agent,이동/처리/완료 사이 장애를 Reconcile한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R017,Requirement,WP11,Archive,P0,cpf-batch worker/agent,완료·오류·보류를 정책별 위치로 이동한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R018,Requirement,WP11,Retention,P0,cpf-batch worker/agent,"원본, 처리본, 결과, Evidence 보존/파기를 관리한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R019,Requirement,WP11,Streaming,P0,cpf-batch worker/agent,전체 파일 메모리 적재를 금지한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R020,Requirement,WP11,Backpressure,P0,cpf-batch worker/agent,"동시 파일 수, 총 크기, 처리량을 제한한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R021,Requirement,WP11,Security,P0,cpf-batch worker/agent,"Traversal, Symlink, MIME, 권한, Malware Hook을 검증한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R022,Requirement,WP11,Monitor UI,P0,cpf-batch worker/agent,발견→안정화→Claim→처리→Archive Timeline을 표시한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R023,Requirement,WP11,Manual Recovery,P0,cpf-batch worker/agent,"재탐색, Claim 해제, 재처리, 보류 해제를 통제한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R024,Requirement,WP11,Failure Test,P0,cpf-batch worker/agent,"Worker Kill, Network Partition, Duplicate Event, Partial Upload를 검증한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP12-R001,Requirement,WP12,Script Catalog,P0,cpf-batch agent/worker,"Script ID, Version, Artifact, Hash, Signature, Owner, 사용기간을 등록한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R002,Requirement,WP12,임의 Command 금지,P0,cpf-batch agent/worker,"운영자 입력 Command String, shell expansion, pipe, redirect를 금지한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R003,Requirement,WP12,Interpreter,P0,cpf-batch agent/worker,sh/bash/pwsh/python 등 승인 Interpreter와 Version을 선택한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R004,Requirement,WP12,OS/Agent 조건,P0,cpf-batch agent/worker,"지원 OS, Architecture, Agent Capability를 검증한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R005,Requirement,WP12,실행 계정,P0,cpf-batch agent/worker,최소 권한 OS 계정/Container Identity로 실행한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R006,Requirement,WP12,Working Directory,P0,cpf-batch agent/worker,승인 Path Alias 기반 Working Directory를 사용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R007,Requirement,WP12,인수 분리,P0,cpf-batch agent/worker,고정 인수와 Typed Parameter를 분리한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R008,Requirement,WP12,Secret 전달,P0,cpf-batch agent/worker,Secret은 Command Line이 아닌 권한 파일/stdin/Provider Token으로 전달한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R009,Requirement,WP12,환경변수 Allowlist,P0,cpf-batch agent/worker,환경변수 이름과 Source를 제한한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R010,Requirement,WP12,Timeout,P0,cpf-batch agent/worker,Graceful Signal→유예→Process Tree 강제 종료를 적용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R011,Requirement,WP12,Child Process,P0,cpf-batch agent/worker,하위/Detached Process 잔류를 탐지·종료한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R012,Requirement,WP12,Exit Code,P0,cpf-batch agent/worker,"성공, 재시도, 비즈니스 실패, Unknown을 정의한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R013,Requirement,WP12,stdout/stderr,P0,cpf-batch agent/worker,Stream을 분리하고 크기/속도 제한과 마스킹을 적용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R014,Requirement,WP12,출력 폭주,P0,cpf-batch agent/worker,Ring Buffer/Spool과 최대 용량을 적용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R015,Requirement,WP12,결과 Artifact,P0,cpf-batch agent/worker,"Path Alias, Checksum, 크기, 보존을 기록한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R016,Requirement,WP12,Idempotency,P0,cpf-batch agent/worker,재실행 Side Effect 중복 방지 Key와 Precheck를 제공한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R017,Requirement,WP12,Unknown Result,P0,cpf-batch agent/worker,Agent 단절 후 Process/결과를 Reconcile한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R018,Requirement,WP12,Concurrency,P0,cpf-batch agent/worker,"Script, Host, Account별 동시 실행을 제한한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R019,Requirement,WP12,승인,P0,cpf-batch agent/worker,등록·변경·즉시 실행·강제 종료에 승인 정책을 적용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R020,Requirement,WP12,감사,P0,cpf-batch agent/worker,"Script Hash, Parameter Snapshot, 실행자, Agent, Exit, Artifact를 남긴다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R021,Requirement,WP12,Simulator,P0,cpf-batch agent/worker,운영 Script 없이 Contract를 검증하는 Test Adapter를 제공한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R022,Requirement,WP12,Security Test,P0,cpf-batch agent/worker,"Command Injection, Secret Leak, Path Escape, Child Leak을 검증한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP12-R023,Requirement,WP12,Container Runner,P0,cpf-batch agent/worker,선택적으로 승인 Image/Entrypoint 격리 실행을 지원한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/shell; exact-SHA 실행 Evidence 필요
WP13-R001,Requirement,WP13,공통 Schema,P0,cpf-core API + cpf-admin component,"온라인, Batch, Gateway Test, 외부 연계가 재사용하는 Versioned Parameter Definition을 제공한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R002,Requirement,WP13,자료형,P0,cpf-core API + cpf-admin component,"String, Integer, Decimal, Money, Boolean, Date, DateTime, Enum, List, Object를 지원한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R003,Requirement,WP13,운영 참조형,P0,cpf-core API + cpf-admin component,"File/Directory Alias, Service, Endpoint, Group, Calendar, Secret Reference를 지원한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R004,Requirement,WP13,표시 Metadata,P0,cpf-core API + cpf-admin component,"표시명, 설명, 예제, Help, Group, 순서, 조건부 표시를 정의한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R005,Requirement,WP13,Validation,P0,cpf-core API + cpf-admin component,"필수, Min/Max, Length, Regex, Scale, Allowed Value, Cross-field Rule을 지원한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R006,Requirement,WP13,민감도,P0,cpf-core API + cpf-admin component,"Sensitive, PII, Secret, Search Hash, Masking Policy를 정의한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R007,Requirement,WP13,식별/멱등,P0,cpf-core API + cpf-admin component,"Identifying, Idempotency Key, Request Hash 포함 여부를 정의한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R008,Requirement,WP13,기본값,P0,cpf-core API + cpf-admin component,Safe Default와 Dynamic Default Provider를 구분한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R009,Requirement,WP13,우선순위,P0,cpf-core API + cpf-admin component,Default→Environment→Group→Job/Route→Schedule→Execution Override를 적용한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R010,Requirement,WP13,Immutable Snapshot,P0,cpf-core API + cpf-admin component,최종 값과 Schema Version을 Hash/암호화 저장한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R011,Requirement,WP13,UI 자동 생성,P0,cpf-core API + cpf-admin component,"Schema에서 Select, Date, Secret, File Picker를 생성한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R012,Requirement,WP13,Code Select,P0,cpf-core API + cpf-admin component,"Protocol, Executor, 상태, Policy를 Code Catalog로 제공한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R013,Requirement,WP13,종속 Select,P0,cpf-core API + cpf-admin component,Service→Endpoint→Group 연관 값을 종속 Select로 제공한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R014,Requirement,WP13,검색 Select,P0,cpf-core API + cpf-admin component,대량 Code/Service는 검색·Paging Select를 쓴다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R015,Requirement,WP13,비활성 사유,P0,cpf-core API + cpf-admin component,Capability 미설치 옵션은 사유와 함께 Disabled로 표시한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R016,Requirement,WP13,Raw JSON 제한,P0,cpf-core API + cpf-admin component,일반 운영 입력에서 Raw JSON을 금지한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R017,Requirement,WP13,최종값 Preview,P0,cpf-core API + cpf-admin component,"Source별 값, 최종값, Masking 상태를 실행 전에 보여준다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R018,Requirement,WP13,Override 권한,P0,cpf-core API + cpf-admin component,Parameter별 실행 Override 권한을 정의한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R019,Requirement,WP13,오류 위치,P0,cpf-core API + cpf-admin component,Validation 오류를 필드·규칙 단위로 표시한다.,완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R020,Requirement,WP13,동일 정본,P0,cpf-core API + cpf-admin component,"Backend, OpenAPI, Frontend, Generator가 같은 Schema를 사용한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP13-R021,Requirement,WP13,국제화,P0,cpf-core API + cpf-admin component,"표시명, 설명, 오류 메시지를 Locale 확장 가능하게 한다.",완료,미검증,cpf-admin/frontend/src/App.vue; cpf-admin/frontend/src/app/routes.ts; exact-SHA 실행 Evidence 필요
WP14-R001,Requirement,WP14,인증 Actor,P0,cpf-admin/cpf-gateway/cpf-core security,request body requestedBy 대신 인증 Context Operator를 사용한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R002,Requirement,WP14,권한 분리,P0,cpf-admin/cpf-gateway/cpf-core security,"READ, CREATE, UPDATE, DELETE, TEST, APPLY, DRAIN, EXPORT, RAW_VIEW를 분리한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R003,Requirement,WP14,위험 승인,P0,cpf-admin/cpf-gateway/cpf-core security,"Route 공개, Body Capture, Masking 해제, Shell 실행, 강제 Failover를 승인 대상으로 둔다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R004,Requirement,WP14,자기승인 금지,P0,cpf-admin/cpf-gateway/cpf-core security,기본적으로 요청자와 승인자를 분리한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R005,Requirement,WP14,사유 필수,P0,cpf-admin/cpf-gateway/cpf-core security,위험 조치와 민감 조회에 Reason Code와 상세 사유를 요구한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R006,Requirement,WP14,불변 Snapshot,P0,cpf-admin/cpf-gateway/cpf-core security,승인 Command와 Parameter/Policy Hash를 고정한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R007,Requirement,WP14,Break-glass,P0,cpf-admin/cpf-gateway/cpf-core security,"별도 권한, TTL, 긴급 사유, 사후 Review, 자동 원복을 적용한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R008,Requirement,WP14,Secret Reference,P0,cpf-admin/cpf-gateway/cpf-core security,"Password, Token, Private Key를 원문 저장하지 않는다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R009,Requirement,WP14,Server-side Masking,P0,cpf-admin/cpf-gateway/cpf-core security,수집/저장/조회 API에서 마스킹한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R010,Requirement,WP14,Raw PII,P0,cpf-admin/cpf-gateway/cpf-core security,"별도 권한, POST Reason, no-store, Audit이 있을 때만 허용한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R011,Requirement,WP14,Header Trust,P0,cpf-admin/cpf-gateway/cpf-core security,외부가 내부 신뢰 Header를 위조하지 못하게 제거·재작성한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R012,Requirement,WP14,CSRF/CORS,P0,cpf-admin/cpf-gateway/cpf-core security,"관리 API의 CSRF, CORS, SameSite를 검증한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R013,Requirement,WP14,Audit 실패,P0,cpf-admin/cpf-gateway/cpf-core security,필수 Audit 실패를 성공으로 숨기지 않는다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R014,Requirement,WP14,운영 장애 격리,P0,cpf-admin/cpf-gateway/cpf-core security,관제/로그 UI 실패가 원 업무를 오염시키지 않는다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R015,Requirement,WP14,Rate Limit,P0,cpf-admin/cpf-gateway/cpf-core security,"연결 Test, Tail, Health Probe에도 운영 Limit을 적용한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R016,Requirement,WP14,Export 보안,P0,cpf-admin/cpf-gateway/cpf-core security,"CSV Injection, 대량 제한, Watermark, 암호화, 만료 Download를 적용한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R017,Requirement,WP14,권한 Matrix,P0,cpf-admin/cpf-gateway/cpf-core security,"Menu, Button, API, Owner Command Permission parity를 검증한다.",완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP14-R018,Requirement,WP14,보안 Evidence,P0,cpf-admin/cpf-gateway/cpf-core security,Secret/PII Scan과 권한 우회 Failure Test를 수행한다.,완료,미검증,cpf-biz-admin/src/main/java/com/cpf/bizadmin/operation; cpf-biz-admin/frontend/src/features/menus; exact-SHA 실행 Evidence 필요
WP15-R001,Requirement,WP15,Canonical Schema,P0,cpf-tools/db,"Gateway Binding, Group, Health, Transaction/Attempt, Log Policy를 단일 Metadata에서 생성한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R002,Requirement,WP15,3 Vendor parity,P0,cpf-tools/db,"MariaDB/PostgreSQL/Oracle DDL, Index, FK, Seed, Verify, Rollback을 함께 제공한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R003,Requirement,WP15,Migration,P0,cpf-tools/db,기존 설치를 보존하는 Forward와 Rollback을 작성한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R004,Requirement,WP15,Historical 불변,P0,cpf-tools/db,기존 배포 Migration Checksum을 변경하지 않는다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R005,Requirement,WP15,Group FK,P0,cpf-tools/db,Service→Endpoint→Group→Instance 관계와 삭제 정책을 정의한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R006,Requirement,WP15,Binding Version,P0,cpf-tools/db,"Route/Policy/Target Binding Version, 시행일, 상태를 저장한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R007,Requirement,WP15,Health 저장,P0,cpf-tools/db,Current와 History를 분리 저장한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R008,Requirement,WP15,거래 Partition,P0,cpf-tools/db,업무일자 Partition과 Transaction/Trace/Route/Target Index를 제공한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R009,Requirement,WP15,Body Storage,P0,cpf-tools/db,암호화 Body를 Metadata 원장과 분리한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R010,Requirement,WP15,Policy Schema,P0,cpf-tools/db,"Capture Mode, Allowlist, Masking, Sampling, TTL, Version을 저장한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R011,Requirement,WP15,Apply Operation,P0,cpf-tools/db,정책 적용 Operation과 Target별 결과를 저장한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R012,Requirement,WP15,Spool Checkpoint,P0,cpf-tools/db,Gateway별 마지막 적재 Sequence와 Checksum을 저장한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R013,Requirement,WP15,Archive,P0,cpf-tools/db,Online/Archive/Legal Hold/파기 Lifecycle을 제공한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R014,Requirement,WP15,대량 Query,P0,cpf-tools/db,"기간 제한, Keyset Paging, Covering Index를 제공한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R015,Requirement,WP15,Drift,P0,cpf-tools/db,존재하지 않는 Column/Index/FK와 Default Drift를 검출한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R016,Requirement,WP15,Install 멱등,P0,cpf-tools/db,설치/Seed 재실행이 중복·손상을 만들지 않는다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R017,Requirement,WP15,Upgrade 보존,P0,cpf-tools/db,"기존 Service, Route, Policy, 거래 이력을 보존한다.",완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R018,Requirement,WP15,Rollback,P0,cpf-tools/db,Rollback 후 이전 Runtime이 정상 동작한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R019,Requirement,WP15,Generator 영향,P0,cpf-tools/db,Domain Manifest/Service Seed를 하드코딩 없이 생성한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R020,Requirement,WP15,DB Evidence,P0,cpf-tools/db,기존 DB와 Clean Install 결과를 Vendor/Profile별 기록한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP15-R021,Requirement,WP15,용량 예측,P0,cpf-tools/db,로그 보존/Archive 정책별 예상 용량을 계산한다.,완료,미검증,cpf-tools/db/canonical/platform-schema.json; cpf-tools/db/vendor/*/source; cpf-tools/generator; exact-SHA 실행 Evidence 필요
WP16-R001,Requirement,WP16,Requirement 추적,P0,전체,"모든 ID를 Source, API, SQL, Test, UI, Evidence에 연결한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R002,Requirement,WP16,구현 역추적,P0,전체,"Class, Table, API, Menu를 Requirement, Owner, Consumer와 연결한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R003,Requirement,WP16,표적 Unit,P0,전체,"Policy, Selector, Parser, Validator, State Machine Unit Test를 제공한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R004,Requirement,WP16,Contract Test,P0,전체,"Local/Remote, Gateway/Target, ADM/Owner 계약을 검증한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R005,Requirement,WP16,Architecture Test,P0,전체,"Internal Import, 순환, Owner DB 접근, Package 규칙을 검증한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R006,Requirement,WP16,Gateway E2E,P0,전체,채널→Gateway→ACC/MBR 성공·실패·Failover를 검증한다.,완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R007,Requirement,WP16,Multi-instance,P0,전체,Gateway/Health/Batch Worker 2개 이상에서 Lease와 수렴을 검증한다.,완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
WP16-R008,Requirement,WP16,Failure Injection,P0,전체,"DB, Network, TLS, Target, Broker, Agent, Browser Push 장애를 주입한다.",완료,미검증,cpf-tools/scripts/verify-cpf-20260730-full-implementation.ps1; cpf-tools/scripts/invoke-cpf-evidence-command.ps1; exact-SHA 실행 Evidence 필요
