domain,feature,requirement_start,requirement_end,requirement_count,scenario_count,public_contract,implementation_provider,actual_consumer,related_tests,runtime_or_alternative_evidence,finding_ids,qa_direct_patch,group_result,review_note
Outbox,Inbox / DLQ / Cleanup,CPF-FR-014749,CPF-FR-014756,8,15,CpfBrokerOutbox/Inbox/Dlq/Replay/Unknown ports,JdbcCpfBrokerReliabilityRepository; CpfBrokerPublisherWorker; CpfBrokerConsumerWorker; bridge adapter,all provider adapters and business broker handlers,JdbcCpfBrokerReliabilityRepositoryTest/Qa39Test; CpfBrokerWorkerTest; UnknownResultTest,"actual 3-vendor concurrent claim/fencing, mandatory replay approval boundary, cleanup/timeline runtime incomplete",QA12F-OUTBOX-002;QA12F-OUTBOX-003,아니오,미통과,Inbox / DLQ / Cleanup의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Outbox,Inbox / DLQ / Reconcile,CPF-FR-014757,CPF-FR-014764,8,15,CpfBrokerOutbox/Inbox/Dlq/Replay/Unknown ports,JdbcCpfBrokerReliabilityRepository; CpfBrokerPublisherWorker; CpfBrokerConsumerWorker; bridge adapter,all provider adapters and business broker handlers,JdbcCpfBrokerReliabilityRepositoryTest/Qa39Test; CpfBrokerWorkerTest; UnknownResultTest,"actual 3-vendor concurrent claim/fencing, mandatory replay approval boundary, cleanup/timeline runtime incomplete",QA12F-OUTBOX-003,아니오,미검증,Inbox / DLQ / Reconcile의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Outbox,Inbox / DLQ / Operations Timeline,CPF-FR-014765,CPF-FR-014772,8,15,CpfBrokerOutbox/Inbox/Dlq/Replay/Unknown ports,JdbcCpfBrokerReliabilityRepository; CpfBrokerPublisherWorker; CpfBrokerConsumerWorker; bridge adapter,all provider adapters and business broker handlers,JdbcCpfBrokerReliabilityRepositoryTest/Qa39Test; CpfBrokerWorkerTest; UnknownResultTest,"actual 3-vendor concurrent claim/fencing, mandatory replay approval boundary, cleanup/timeline runtime incomplete",QA12F-OUTBOX-002;QA12F-OUTBOX-003,아니오,미통과,Inbox / DLQ / Operations Timeline의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Endpoint Registry,CPF-FR-014773,CPF-FR-014780,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Endpoint Registry의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Authentication,CPF-FR-014781,CPF-FR-014788,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Authentication의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Request Mapping,CPF-FR-014789,CPF-FR-014796,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Request Mapping의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Response Mapping,CPF-FR-014797,CPF-FR-014804,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Response Mapping의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Timeout,CPF-FR-014805,CPF-FR-014812,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Timeout의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / REST Response Loss,CPF-FR-014813,CPF-FR-014820,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / REST Response Loss의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Connection Pool,CPF-FR-014821,CPF-FR-014828,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Connection Pool의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Framing,CPF-FR-014829,CPF-FR-014836,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Framing의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Heartbeat,CPF-FR-014837,CPF-FR-014844,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Heartbeat의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Half-open Detection,CPF-FR-014845,CPF-FR-014852,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Half-open Detection의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Reconnect,CPF-FR-014853,CPF-FR-014860,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Reconnect의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Correlation,CPF-FR-014861,CPF-FR-014868,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Correlation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / TCP Backpressure,CPF-FR-014869,CPF-FR-014876,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / TCP Backpressure의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Endpoint,CPF-FR-014877,CPF-FR-014884,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Endpoint의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Host Key,CPF-FR-014885,CPF-FR-014892,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Host Key의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Secret Reference,CPF-FR-014893,CPF-FR-014900,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Secret Reference의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Upload,CPF-FR-014901,CPF-FR-014908,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Upload의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Download,CPF-FR-014909,CPF-FR-014916,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Download의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Move,CPF-FR-014917,CPF-FR-014924,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Move의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Resume,CPF-FR-014925,CPF-FR-014932,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Resume의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Checksum,CPF-FR-014933,CPF-FR-014940,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Checksum의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / SFTP Result Ledger,CPF-FR-014941,CPF-FR-014948,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-002,아니오,미검증,TCP / File / SFTP Result Ledger의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / Institution Callback,CPF-FR-014949,CPF-FR-014956,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-001;QA12F-EXT-002,아니오,미통과,TCP / File / Institution Callback의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / External Reconciliation,CPF-FR-014957,CPF-FR-014964,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-001;QA12F-EXT-002,아니오,미통과,TCP / File / External Reconciliation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
REST,TCP / File / Manual Confirmation,CPF-FR-014965,CPF-FR-014972,8,15,"cpf-core api/http, api/filetransfer and TCP/file contracts",http-client CpfWebClientConfig/RestClientInterceptor; tcp client/server/frame/correlation; SFTP CpfFileExchangeGateway/Engine/Jdbc repository,external institution REST/TCP/SFTP consumers,"HTTP interceptor, TCP simulator/frame, file transfer adapter tests source inspected","real institution endpoints, TLS/host key, half-open, response-loss, resume/checksum, callback/reconcile/manual-confirm runtime 미검증",QA12F-EXT-001;QA12F-EXT-002,아니오,미통과,TCP / File / Manual Confirmation의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Job Definition,CPF-FR-014973,CPF-FR-014980,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Job Definition의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Job Identity,CPF-FR-014981,CPF-FR-014988,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Job Identity의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Job Parameter Schema,CPF-FR-014989,CPF-FR-014996,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Job Parameter Schema의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,JobInstance,CPF-FR-014997,CPF-FR-015004,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,JobInstance의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,JobExecution,CPF-FR-015005,CPF-FR-015012,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,JobExecution의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,StepExecution,CPF-FR-015013,CPF-FR-015020,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,StepExecution의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,ExecutionContext,CPF-FR-015021,CPF-FR-015028,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,ExecutionContext의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Tasklet Step,CPF-FR-015029,CPF-FR-015036,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Tasklet Step의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Chunk Step,CPF-FR-015037,CPF-FR-015044,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Chunk Step의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Reader,CPF-FR-015045,CPF-FR-015052,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Reader의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Processor,CPF-FR-015053,CPF-FR-015060,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Processor의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Writer,CPF-FR-015061,CPF-FR-015068,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Writer의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Commit Interval,CPF-FR-015069,CPF-FR-015076,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Commit Interval의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
Spring Batch,Skip,CPF-FR-015077,CPF-FR-015084,8,15,cpf-core api/batch and cpf-batch/contract,cpf-batch/execution-runtime CpfBatchJobFactory/Tasklet/ExecutionControl/Partitioner/RemoteChunk/RemotePartition/JDBC adapters,cpf-batch worker/control-server/Kafka remote manager-worker,execution-runtime/testkit tests source inspected,"actual Spring Batch repository DB, Kafka remote chunk/partition, process-kill/restart runtime 미검증",QA12F-BATCH-001,아니오,미검증,Skip의 계약·기본 구현·상태·보안·운영·실패복구·호환배포·Evidence 축을 원문 Acceptance 및 연결 Scenario와 대조했다.
