execution_order,requirement_id,work_package_id,requirement_group,feature,function_type,qa_status,owner_module,owner_package,actual_consumer,qa_reason,required_action,evidence,baseline_sha
10-00004510,CPF-FR-004510,P10-CORE-SAGA-CORE,CORE,Integration Test,INTEGRATION_TEST,미검증,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-CORE의 Source·Consumer inventory는 확인했으나 current exact SHA Integration/Runtime/Fault 실행 및 Evidence hash가 없다.,Java25/DB/Broker/Browser exact-SHA Test 실행,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004511,CPF-FR-004511,P10-CORE-SAGA-CORE,CORE,Runtime Test,RUNTIME_TEST,미검증,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-CORE의 Source·Consumer inventory는 확인했으나 current exact SHA Integration/Runtime/Fault 실행 및 Evidence hash가 없다.,Java25/DB/Broker/Browser exact-SHA Test 실행,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004512,CPF-FR-004512,P10-CORE-SAGA-CORE,CORE,Fault Test,FAULT_TEST,미검증,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-CORE의 Source·Consumer inventory는 확인했으나 current exact SHA Integration/Runtime/Fault 실행 및 Evidence hash가 없다.,Java25/DB/Broker/Browser exact-SHA Test 실행,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004513,CPF-FR-004513,P10-CORE-SAGA-CORE,CORE,Evidence,EVIDENCE,미검증,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-CORE의 Source·Consumer inventory는 확인했으나 current exact SHA Integration/Runtime/Fault 실행 및 Evidence hash가 없다.,Java25/DB/Broker/Browser exact-SHA Test 실행,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004569,CPF-FR-004569,P10-CORE-SAGA-COMP,CORE,Unit Test,UNIT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 UNIT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004570,CPF-FR-004570,P10-CORE-SAGA-COMP,CORE,Contract Test,CONTRACT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 CONTRACT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004571,CPF-FR-004571,P10-CORE-SAGA-COMP,CORE,Integration Test,INTEGRATION_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 INTEGRATION_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004572,CPF-FR-004572,P10-CORE-SAGA-COMP,CORE,Runtime Test,RUNTIME_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 RUNTIME_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004573,CPF-FR-004573,P10-CORE-SAGA-COMP,CORE,Fault Test,FAULT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 FAULT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004574,CPF-FR-004574,P10-CORE-SAGA-COMP,CORE,Evidence,EVIDENCE,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-COMP의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 EVIDENCE Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-full-compile/tsconfig.json;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-batch/control-server/src/main/java/com/cpf/batch/control/compat/BatInternalOperationsController.java,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004630,CPF-FR-004630,P10-CORE-SAGA-MANUAL,CORE,Unit Test,UNIT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 UNIT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004631,CPF-FR-004631,P10-CORE-SAGA-MANUAL,CORE,Contract Test,CONTRACT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 CONTRACT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004632,CPF-FR-004632,P10-CORE-SAGA-MANUAL,CORE,Integration Test,INTEGRATION_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 INTEGRATION_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004633,CPF-FR-004633,P10-CORE-SAGA-MANUAL,CORE,Runtime Test,RUNTIME_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 RUNTIME_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004634,CPF-FR-004634,P10-CORE-SAGA-MANUAL,CORE,Fault Test,FAULT_TEST,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 FAULT_TEST Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
10-00004635,CPF-FR-004635,P10-CORE-SAGA-MANUAL,CORE,Evidence,EVIDENCE,미통과,cpf-core,com.cpf.core,모든 Product Module·Generated Domain,P10-CORE-SAGA-MANUAL의 path inventory가 해당 기능 Owner·Consumer를 가리키지 않거나 독립 Source 추적에서도 전용 구현 경로를 확인하지 못해 EVIDENCE Acceptance가 실패한다.,개발GPT가 정확한 Owner Source/Test를 구현·연결하고 Codex 독립검수 후 QA 재검수,cpf-tools/verification/frontend-api-runtime/adm-stubs/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/bza-stubs/generated/cpf-operation-contract.ts;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOperationsPort.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchOptimisticVersion.java;cpf-core/src/main/java/com/cpf/core/api/batch/CpfBatchRiskCommand.java;cpf-core/src/main/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicy.java;cpf-core/src/main/java/com/cpf/core/api/util/CpfHeaders.java;cpf-core/src/test/java/com/cpf/core/api/security/network/CpfNetworkEndpointPolicyTest.java;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-api.ts;cpf-biz-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-admin/frontend/src/generated/cpf-operation-contract.ts;cpf-tools/verification/frontend-api-runtime/adm-tsconfig.json;cpf-tools/verification/frontend-api-runtime/bza-tsconfig.json;cpf-core/src/main/java/com/cpf/core/common/web/TransactionHeaderValidationInterceptor.java;cpf-tools/db/vendor/mariadb/source/40_business_modules_schema.sql,f97655c1299936a1101bc3ec10239265ec3b502e
