work_item_id,canonical_requirement_id,applicable_gates,required_standards
CPF-WP-OPS-MAINT-02-IMPLEMENTATION_CONSUMER,OPS-MAINT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-OPS-MAINT-03-VERIFICATION_EVIDENCE,OPS-MAINT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-OPS-MAINT-04-FAILURE_RECOVERY,OPS-MAINT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OTEL;STD-TRACE
CPF-WP-OPS-MAINT-05-OPERATIONS_SECURITY,OPS-MAINT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OTEL;STD-OWASP-ASVS;STD-TRACE
CPF-WP-OPS-CONFIG-01-CONTRACT_OWNERSHIP,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-CONFIG-03-VERIFICATION_EVIDENCE,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-CONFIG-05-OPERATIONS_SECURITY,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-OWASP-ASVS;STD-TRACE
CPF-WP-OPS-CONFIG-06-DATA_MIGRATION,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY,OPS-CONFIG,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF;STD-OPENFEATURE;STD-OTEL;STD-TRACE
CPF-WP-OPS-DRIFT-01-CONTRACT_OWNERSHIP,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-03-VERIFICATION_EVIDENCE,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-04-FAILURE_RECOVERY,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-05-OPERATIONS_SECURITY,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-06-DATA_MIGRATION,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,OPS-DRIFT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-CYCLONEDX;STD-NIST-SSDF;STD-OWASP-ASVS;STD-SCRUM;STD-SLSA
CPF-WP-OPS-CAPACITY-01-CONTRACT_OWNERSHIP,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CLOUDEVENTS;STD-NIST-SSDF
CPF-WP-OPS-CAPACITY-02-IMPLEMENTATION_CONSUMER,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CLOUDEVENTS;STD-NIST-SSDF
CPF-WP-OPS-CAPACITY-03-VERIFICATION_EVIDENCE,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CLOUDEVENTS;STD-NIST-SSDF
CPF-WP-OPS-CAPACITY-04-FAILURE_RECOVERY,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CLOUDEVENTS;STD-NIST-SSDF
CPF-WP-OPS-CAPACITY-05-OPERATIONS_SECURITY,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CISA-SBD;STD-CLOUDEVENTS;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-OPS-CAPACITY-06-DATA_MIGRATION,OPS-CAPACITY,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-ASYNCAPI;STD-CLOUDEVENTS;STD-NIST-SSDF
CPF-WP-OPS-DR-01-CONTRACT_OWNERSHIP,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-OPS-DR-02-IMPLEMENTATION_CONSUMER,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-OPS-DR-03-VERIFICATION_EVIDENCE,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-OPS-DR-04-FAILURE_RECOVERY,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-OPS-DR-05-OPERATIONS_SECURITY,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-CISA-SBD;STD-NIST-SSDF;STD-OWASP-ASVS
CPF-WP-OPS-DR-06-DATA_MIGRATION,OPS-DR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,DEVEX-QUICK,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OPENFEATURE;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER,DEVEX-QUICK,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OPENFEATURE;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,DEVEX-QUICK,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OPENFEATURE;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,DEVEX-QUICK,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OPENFEATURE;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,DEVEX-CODEGEN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-14-FRONTEND;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA;STD-WCAG
CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,DEVEX-CODEGEN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-14-FRONTEND;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA;STD-WCAG
CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,DEVEX-CODEGEN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-14-FRONTEND;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA;STD-WCAG
CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,DEVEX-CODEGEN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-14-FRONTEND;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA;STD-WCAG
CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,DEVEX-CODEGEN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-14-FRONTEND;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA;STD-WCAG
CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,DEVEX-COMMENT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,DEVEX-COMMENT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,DEVEX-COMMENT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA
CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,DEVEX-COMMENT,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-19-DOC-SUPPORT;GATE-20-HYGIENE,STD-CYCLONEDX;STD-NIST-SSDF;STD-OAS;STD-OPENFEATURE;STD-OWASP-API;STD-RFC9457;STD-SCRUM;STD-SLSA
CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,ONBOARD-DOMAIN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA
CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,ONBOARD-DOMAIN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA
CPF-WP-ONBOARD-DOMAIN-03-VERIFICATION_EVIDENCE,ONBOARD-DOMAIN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA
CPF-WP-ONBOARD-DOMAIN-04-DATA_MIGRATION,ONBOARD-DOMAIN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA
CPF-WP-ONBOARD-DOMAIN-05-GENERATION_COMPATIBILITY,ONBOARD-DOMAIN,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-17-SUPPLY-CHAIN;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-CYCLONEDX;STD-NIST-SSDF;STD-SCRUM;STD-SLSA
CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,SAMPLE-ACC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-ACC-02-FAILURE_PARITY,SAMPLE-ACC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-SAMPLE-ACC-03-REGENERATION_EVIDENCE,SAMPLE-ACC,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-SAMPLE-MBR-01-REFERENCE_RUNTIME,SAMPLE-MBR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-MBR-02-FAILURE_PARITY,SAMPLE-MBR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-SAMPLE-MBR-03-REGENERATION_EVIDENCE,SAMPLE-MBR,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-SAMPLE-REF-01-REFERENCE_RUNTIME,SAMPLE-REF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-REF-02-FAILURE_PARITY,SAMPLE-REF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-REF-03-REGENERATION_EVIDENCE,SAMPLE-REF,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-BIZADM-01-REFERENCE_RUNTIME,SAMPLE-BIZADM,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,STD-NIST-SSDF
CPF-WP-SAMPLE-BIZADM-02-FAILURE_PARITY,SAMPLE-BIZADM,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
CPF-WP-SAMPLE-BIZADM-03-REGENERATION_EVIDENCE,SAMPLE-BIZADM,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,STD-NIST-SSDF
