canonical_requirement_id,owner,priority,work_type,canonical_goal,domain_file,work_package_count,work_item_ids,derived_requirement_mapping_status,scenario_mapping_status
OPS-METRIC,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,transaction/service/instance/DB/Broker/Batch/Gateway/Agent의 bounded-cardinality metric과 dashboard/export를 제공한다.,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,6,CPF-WP-OPS-METRIC-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-METRIC-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-METRIC-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-METRIC-04-FAILURE_RECOVERY;CPF-WP-OPS-METRIC-05-OPERATIONS_SECURITY;CPF-WP-OPS-METRIC-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-SLO,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"availability, latency, error, freshness, backlog, recovery SLI/SLO와 error budget, burn-rate alert를 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-SLO-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-SLO-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-SLO-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-SLO-04-FAILURE_RECOVERY;CPF-WP-OPS-SLO-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-ALERT,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"dedup, grouping, inhibition, severity, routing, escalation, maintenance suppression와 acknowledgement를 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-ALERT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-ALERT-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-ALERT-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-ALERT-04-FAILURE_RECOVERY;CPF-WP-OPS-ALERT-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-INCIDENT,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"incident lifecycle, commander/owner, communication, timeline, evidence, action item와 problem linkage를 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-INCIDENT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-INCIDENT-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-INCIDENT-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-INCIDENT-04-FAILURE_RECOVERY;CPF-WP-OPS-INCIDENT-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-RUNBOOK,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,탐지조건·영향·진단·안전조치·rollback·escalation·검증·종결 기준을 실행 가능한 runbook으로 제공한다.,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-RUNBOOK-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-RUNBOOK-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-RUNBOOK-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-RUNBOOK-04-FAILURE_RECOVERY;CPF-WP-OPS-RUNBOOK-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-SELF,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"자동진단/자동복구의 allowlist, rate/attempt limit, circuit stop, approval boundary, rollback와 immutable audit를 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-SELF-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-SELF-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-SELF-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-SELF-04-FAILURE_RECOVERY;CPF-WP-OPS-SELF-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-TOPOLOGY,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,service/instance/dependency/domain/owner/database/broker/endpoint 관계를 versioned topology/service catalog로 제공한다.,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,7,CPF-WP-OPS-TOPOLOGY-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-TOPOLOGY-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-TOPOLOGY-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-TOPOLOGY-04-FAILURE_RECOVERY;CPF-WP-OPS-TOPOLOGY-05-OPERATIONS_SECURITY;CPF-WP-OPS-TOPOLOGY-06-DATA_MIGRATION;CPF-WP-OPS-TOPOLOGY-07-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-MAINT,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"maintenance, admission block, drain/quiesce, in-flight deadline, health/routing 반영, resume와 audit를 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,5,CPF-WP-OPS-MAINT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-MAINT-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-MAINT-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-MAINT-04-FAILURE_RECOVERY;CPF-WP-OPS-MAINT-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-CONFIG,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"runtime config catalog, schema, encryption, version, staged rollout, approval, dynamic apply, rollback와 drift detection을 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,7,CPF-WP-OPS-CONFIG-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-CONFIG-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-CONFIG-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-CONFIG-04-FAILURE_RECOVERY;CPF-WP-OPS-CONFIG-05-OPERATIONS_SECURITY;CPF-WP-OPS-CONFIG-06-DATA_MIGRATION;CPF-WP-OPS-CONFIG-07-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-DRIFT,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,Source/Artifact/Config/DB/Route/Permission/Runtime version의 desired-actual drift를 탐지·차단·복구한다.,70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md;70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_02.md,7,CPF-WP-OPS-DRIFT-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-DRIFT-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-DRIFT-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-DRIFT-04-FAILURE_RECOVERY;CPF-WP-OPS-DRIFT-05-OPERATIONS_SECURITY;CPF-WP-OPS-DRIFT-06-DATA_MIGRATION;CPF-WP-OPS-DRIFT-07-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-CAPACITY,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"CPU/memory/thread/connection/queue/storage/DB/Broker 용량과 threshold, trend, forecast, load test 기준을 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_02.md,6,CPF-WP-OPS-CAPACITY-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-CAPACITY-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-CAPACITY-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-CAPACITY-04-FAILURE_RECOVERY;CPF-WP-OPS-CAPACITY-05-OPERATIONS_SECURITY;CPF-WP-OPS-CAPACITY-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
OPS-DR,cpf-admin control plane + runtime owner,P1,PRODUCT_IMPLEMENTATION,"RTO/RPO, multi-zone/site, backup/restore, failover/failback, data consistency, runbook와 정기 DR drill을 제공한다.",70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_02.md,6,CPF-WP-OPS-DR-01-CONTRACT_OWNERSHIP;CPF-WP-OPS-DR-02-IMPLEMENTATION_CONSUMER;CPF-WP-OPS-DR-03-VERIFICATION_EVIDENCE;CPF-WP-OPS-DR-04-FAILURE_RECOVERY;CPF-WP-OPS-DR-05-OPERATIONS_SECURITY;CPF-WP-OPS-DR-06-DATA_MIGRATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DEVEX-QUICK,cpf-tools + public artifacts,P2,PRODUCT_IMPLEMENTATION,신규 개발자가 표준 환경에서 설치→생성→빌드→실행→테스트→디버깅을 문서대로 재현할 수 있는 quick start를 제공한다.,80_DEVEX_GENERATOR_SAMPLE.md,4,CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER;CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE;CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DEVEX-CODEGEN,cpf-tools + public artifacts,P2,PRODUCT_IMPLEMENTATION,"OpenAPI/Orval/DB metadata/domain template 등 code generation의 exact input SHA, deterministic output, drift gate와 user-owned 영역 보호를 제공한다.",80_DEVEX_GENERATOR_SAMPLE.md,5,CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER;CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE;CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION;CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DEVEX-COMMENT,cpf-tools + public artifacts,P2,PRODUCT_IMPLEMENTATION,"Public API/SPI, 주요 Service/Controller, 복구·동시성·보안 로직에 유지보수 가능한 한글 JavaDoc/주석과 설정 설명을 제공한다.",80_DEVEX_GENERATOR_SAMPLE.md,4,CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP;CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER;CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE;CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
ONBOARD-DOMAIN,cpf-tools + public artifacts,P2,PRODUCT_IMPLEMENTATION,DomainName+SystemCode로 신규 업무 Domain을 충돌 검증 후 생성·DB bootstrap·build/runtime·remove/regenerate할 수 있게 한다.,80_DEVEX_GENERATOR_SAMPLE.md,5,CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP;CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER;CPF-WP-ONBOARD-DOMAIN-03-VERIFICATION_EVIDENCE;CPF-WP-ONBOARD-DOMAIN-04-DATA_MIGRATION;CPF-WP-ONBOARD-DOMAIN-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAMPLE-ACC,cpf-reference / generated reference,P2,REFERENCE_IMPLEMENTATION,범용 계정/업무 흐름을 과도한 제품 원장 없이 Local/Remote·validation·transaction·error 사용법을 보여주는 선택형 Sample로 제공한다.,80_DEVEX_GENERATOR_SAMPLE.md,3,CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME;CPF-WP-SAMPLE-ACC-02-FAILURE_PARITY;CPF-WP-SAMPLE-ACC-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAMPLE-MBR,cpf-reference / generated reference,P2,REFERENCE_IMPLEMENTATION,cpf-member를 Generator output과 동일한 Golden Reference Instance로 유지하고 normalize parity gate를 통과시킨다.,80_DEVEX_GENERATOR_SAMPLE.md,3,CPF-WP-SAMPLE-MBR-01-REFERENCE_RUNTIME;CPF-WP-SAMPLE-MBR-02-FAILURE_PARITY;CPF-WP-SAMPLE-MBR-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAMPLE-REF,cpf-reference / generated reference,P2,REFERENCE_IMPLEMENTATION,cpf-reference에서 제품 Public API의 정상·오류·경계·복구·권한·운영 사용법을 실제 Runtime으로 교육한다.,80_DEVEX_GENERATOR_SAMPLE.md,3,CPF-WP-SAMPLE-REF-01-REFERENCE_RUNTIME;CPF-WP-SAMPLE-REF-02-FAILURE_PARITY;CPF-WP-SAMPLE-REF-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAMPLE-BIZADM,cpf-reference / generated reference,P2,REFERENCE_IMPLEMENTATION,BZA 선택형 업무관리/채번/결재 Customization Sample을 기본 활성화 없이 제공한다.,80_DEVEX_GENERATOR_SAMPLE.md,3,CPF-WP-SAMPLE-BIZADM-01-REFERENCE_RUNTIME;CPF-WP-SAMPLE-BIZADM-02-FAILURE_PARITY;CPF-WP-SAMPLE-BIZADM-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
SAMPLE-EDU,cpf-reference / generated reference,P2,REFERENCE_IMPLEMENTATION,교육 시나리오가 장난감 계약을 만들지 않고 실제 Header/API/DB/Event/Batch/Security 표준을 사용한다.,80_DEVEX_GENERATOR_SAMPLE.md,3,CPF-WP-SAMPLE-EDU-01-REFERENCE_RUNTIME;CPF-WP-SAMPLE-EDU-02-FAILURE_PARITY;CPF-WP-SAMPLE-EDU-03-REGENERATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
API-CONTRACT,cpf-core API contract + endpoint owner,P1,PRODUCT_IMPLEMENTATION,"HTTP/Local/Remote API의 header, auth, success/error, version, idempotency, permission, content type, example과 consumer compatibility를 정의한다.",90_API_QUALITY_TESTING.md,6,CPF-WP-API-CONTRACT-01-CONTRACT_OWNERSHIP;CPF-WP-API-CONTRACT-02-IMPLEMENTATION_CONSUMER;CPF-WP-API-CONTRACT-03-VERIFICATION_EVIDENCE;CPF-WP-API-CONTRACT-04-FAILURE_RECOVERY;CPF-WP-API-CONTRACT-05-OPERATIONS_SECURITY;CPF-WP-API-CONTRACT-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
API-PAGING,cpf-core API contract + endpoint owner,P1,PRODUCT_IMPLEMENTATION,"offset page, slice, keyset/signed cursor, sort/filter allowlist, stable ordering, max size와 count 비용 정책을 제공한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-API-PAGING-01-CONTRACT_OWNERSHIP;CPF-WP-API-PAGING-02-IMPLEMENTATION_CONSUMER;CPF-WP-API-PAGING-03-VERIFICATION_EVIDENCE,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
API-ASYNC,cpf-core API contract + endpoint owner,P1,PRODUCT_IMPLEMENTATION,"202 acceptance, operationId, status/result polling, callback/event, cancellation, idempotency, expiry와 unknown-result를 제공한다.",90_API_QUALITY_TESTING.md,5,CPF-WP-API-ASYNC-01-CONTRACT_OWNERSHIP;CPF-WP-API-ASYNC-02-IMPLEMENTATION_CONSUMER;CPF-WP-API-ASYNC-03-VERIFICATION_EVIDENCE;CPF-WP-API-ASYNC-04-FAILURE_RECOVERY;CPF-WP-API-ASYNC-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
API-FILE,cpf-core API contract + endpoint owner,P1,PRODUCT_IMPLEMENTATION,"multipart, streaming upload/download, range, checksum, content disposition/type, size/virus policy, cancellation와 secure filename을 제공한다.",90_API_QUALITY_TESTING.md,5,CPF-WP-API-FILE-01-CONTRACT_OWNERSHIP;CPF-WP-API-FILE-02-IMPLEMENTATION_CONSUMER;CPF-WP-API-FILE-03-VERIFICATION_EVIDENCE;CPF-WP-API-FILE-04-FAILURE_RECOVERY;CPF-WP-API-FILE-05-OPERATIONS_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
RULE-ARCH,cpf-tools quality gates,P1,QUALITY_GATE,Module/package/dependency/owner/internal API/DB access/dual primary/generated drift 위반을 자동 Architecture Gate로 차단한다.,90_API_QUALITY_TESTING.md,3,CPF-WP-RULE-ARCH-01-GATE_ENGINE;CPF-WP-RULE-ARCH-02-NEGATIVE_FIXTURES;CPF-WP-RULE-ARCH-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
RULE-SEC,cpf-tools quality gates,P0,QUALITY_GATE,secret/credential/URL/TLS/security header/unsafe API/path/query/log/evidence pattern과 dependency vulnerability를 자동 Gate로 차단한다.,90_API_QUALITY_TESTING.md,3,CPF-WP-RULE-SEC-01-GATE_ENGINE;CPF-WP-RULE-SEC-02-NEGATIVE_FIXTURES;CPF-WP-RULE-SEC-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
RULE-QUALITY,cpf-tools quality gates,P1,QUALITY_GATE,compile/static analysis/duplication/dead code/dependency lock/license/SBOM/test coverage/marker-only 구현을 자동 Gate로 검증한다.,90_API_QUALITY_TESTING.md,3,CPF-WP-RULE-QUALITY-01-GATE_ENGINE;CPF-WP-RULE-QUALITY-02-NEGATIVE_FIXTURES;CPF-WP-RULE-QUALITY-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-UNIT,repository-wide test ownership,P1,QUALITY_GATE,순수 로직·validation·state transition·error mapping·serialization·security utility를 deterministic unit test로 검증한다.,90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-UNIT-01-GATE_ENGINE;CPF-WP-TEST-UNIT-02-NEGATIVE_FIXTURES;CPF-WP-TEST-UNIT-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-CONTRACT,repository-wide test ownership,P1,QUALITY_GATE,"Public API/SPI, Local/Remote, OpenAPI, message schema, DB query, generated client와 published artifact compatibility를 검증한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-CONTRACT-01-GATE_ENGINE;CPF-WP-TEST-CONTRACT-02-NEGATIVE_FIXTURES;CPF-WP-TEST-CONTRACT-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-RUNTIME,repository-wide test ownership,P1,QUALITY_GATE,"실제 Java25/WAS/DB/Process 환경에서 startup, endpoint, transaction, shutdown, recovery와 resource leak를 검증한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-RUNTIME-01-GATE_ENGINE;CPF-WP-TEST-RUNTIME-02-NEGATIVE_FIXTURES;CPF-WP-TEST-RUNTIME-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-BROWSER,repository-wide test ownership,P1,QUALITY_GATE,"ADM/BZA의 Chromium/Firefox/WebKit, route/deep link/session/permission/error/a11y/keyboard/responsive를 검증한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-BROWSER-01-GATE_ENGINE;CPF-WP-TEST-BROWSER-02-NEGATIVE_FIXTURES;CPF-WP-TEST-BROWSER-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-BROKER,repository-wide test ownership,P1,QUALITY_GATE,"실제 Kafka·JMS/IBM MQ·RabbitMQ 지원 Matrix에서 ACK, transaction, duplicate, ordering, redelivery/rebalance, retry/DLQ, broker outage와 consumer crash를 검증한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-BROKER-01-GATE_ENGINE;CPF-WP-TEST-BROKER-02-NEGATIVE_FIXTURES;CPF-WP-TEST-BROKER-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-FAULT,repository-wide test ownership,P0,QUALITY_GATE,DB/network/broker/disk/process/time/response loss를 side-effect 전후에 주입해 idempotency·unknown·recovery·compensation을 검증한다.,90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-FAULT-01-GATE_ENGINE;CPF-WP-TEST-FAULT-02-NEGATIVE_FIXTURES;CPF-WP-TEST-FAULT-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
TEST-EVIDENCE,repository-wide test ownership,P1,QUALITY_GATE,"모든 검증의 exact SHA, command, environment, time, exit code, report/artifact hash, sanitized 여부를 schema로 검증한다.",90_API_QUALITY_TESTING.md,3,CPF-WP-TEST-EVIDENCE-01-GATE_ENGINE;CPF-WP-TEST-EVIDENCE-02-NEGATIVE_FIXTURES;CPF-WP-TEST-EVIDENCE-03-INTEGRATION_ENFORCEMENT,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
REL-BUILD,cpf-tools release/deploy,P1,PRODUCT_IMPLEMENTATION,"fresh clone과 clean cache에서 Java25/Gradle build, LOCAL_DEV/REMOTE/OFFLINE resolution, lock/POM/BOM/source/javadoc/reproducible artifact를 제공한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,5,CPF-WP-REL-BUILD-01-CONTRACT_OWNERSHIP;CPF-WP-REL-BUILD-02-IMPLEMENTATION_CONSUMER;CPF-WP-REL-BUILD-03-VERIFICATION_EVIDENCE;CPF-WP-REL-BUILD-04-FAILURE_RECOVERY;CPF-WP-REL-BUILD-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
REL-DEPLOY,cpf-tools release/deploy,P0,PRODUCT_IMPLEMENTATION,"signed artifact, environment/channel binding, install lock, rolling/canary/blue-green, health/smoke, selective rollback와 deployment reconciliation을 제공한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,6,CPF-WP-REL-DEPLOY-01-CONTRACT_OWNERSHIP;CPF-WP-REL-DEPLOY-02-IMPLEMENTATION_CONSUMER;CPF-WP-REL-DEPLOY-03-VERIFICATION_EVIDENCE;CPF-WP-REL-DEPLOY-04-FAILURE_RECOVERY;CPF-WP-REL-DEPLOY-05-OPERATIONS_SECURITY;CPF-WP-REL-DEPLOY-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
REL-MIG,cpf-tools release/deploy,P1,PRODUCT_IMPLEMENTATION,"제품/DB/config/API/message/file schema의 install/upgrade/downgrade/forward recovery, compatibility window와 migration guide를 제공한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,6,CPF-WP-REL-MIG-01-CONTRACT_OWNERSHIP;CPF-WP-REL-MIG-02-IMPLEMENTATION_CONSUMER;CPF-WP-REL-MIG-03-VERIFICATION_EVIDENCE;CPF-WP-REL-MIG-04-FAILURE_RECOVERY;CPF-WP-REL-MIG-05-DATA_MIGRATION;CPF-WP-REL-MIG-06-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
REL-COMPAT,cpf-tools release/deploy,P1,PRODUCT_IMPLEMENTATION,"semantic version, compatibility range, deprecation, consumer matrix, rolling mixed-version, rollback와 unsupported combination fail-closed를 제공한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,5,CPF-WP-REL-COMPAT-01-CONTRACT_OWNERSHIP;CPF-WP-REL-COMPAT-02-IMPLEMENTATION_CONSUMER;CPF-WP-REL-COMPAT-03-VERIFICATION_EVIDENCE;CPF-WP-REL-COMPAT-04-FAILURE_RECOVERY;CPF-WP-REL-COMPAT-05-GENERATION_COMPATIBILITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DOC-GOV,cpf-docs + source owner,P2,GOVERNANCE,"Final Target, ADR, Requirement Continuity, Current Request, Review, Handover의 역할·정본·폐기·변경 승인 규칙을 제공한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,3,CPF-WP-DOC-GOV-01-CANONICAL_MODEL;CPF-WP-DOC-GOV-02-AUTOMATION_CONTINUITY;CPF-WP-DOC-GOV-03-EVIDENCE_VALIDATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
DOC-PRODUCT,cpf-docs + source owner,P2,GOVERNANCE,"개발자·운영자·ADM/BZA·Gateway·Batch·설치·Migration·복구 Guide, OpenAPI, JavaDoc가 실제 Source와 일치하게 한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,3,CPF-WP-DOC-PRODUCT-01-CANONICAL_MODEL;CPF-WP-DOC-PRODUCT-02-AUTOMATION_CONTINUITY;CPF-WP-DOC-PRODUCT-03-EVIDENCE_VALIDATION,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
PROD-EDITION,product governance,P2,PRODUCT_POLICY_AND_PROTOTYPE,Edition/License/Capability packaging을 기술 Runtime과 분리하고 미결정 정책을 GA 완료처럼 노출하지 않는다.,100_RELEASE_PRODUCT_GOVERNANCE.md,3,CPF-WP-PROD-EDITION-01-POLICY_BOUNDARY;CPF-WP-PROD-EDITION-02-PROTOTYPE_EVIDENCE;CPF-WP-PROD-EDITION-03-COMPATIBILITY_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
PROD-MULTITENANT,product governance,P2,PRODUCT_POLICY_AND_PROTOTYPE,"tenant context, data/config/permission/secret/quota/audit isolation과 tenant lifecycle을 선택 기능으로 설계한다.",100_RELEASE_PRODUCT_GOVERNANCE.md,3,CPF-WP-PROD-MULTITENANT-01-POLICY_BOUNDARY;CPF-WP-PROD-MULTITENANT-02-PROTOTYPE_EVIDENCE;CPF-WP-PROD-MULTITENANT-03-COMPATIBILITY_SECURITY,작업 시 현재 논리 원장에서 전수 추출 필요,작업 시 현재 Scenario 원장에서 전수 추출 필요
