requirement_id,priority,codex_stage,category,canonical_requirement,owner,title,requirement,source_basis,development_status,verification_status,acceptance_criteria,verification_method,required_evidence,regression_guard,protected_owner_action
QA38-DB-013,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Cleanup,"검수 전용 DB/Schema 정리, 사용자 DB Reset/Drop 금지",Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,완료,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-DB-014,P0,05_DB_TOOLING,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Evidence,Vendor/Image/Command/Object Count/History/Hash/Sanitization,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-VERIFY-006,P0,05_DB_TOOLING,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,05_DB_TOOLING,Generator-first·Empty Preflight·Pack/Drift,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,완료,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-DB-004,P0,06_DB_MARIADB,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,MariaDB Fresh,Install·Metadata·Seed·Arbitrary Domain·Runtime Query,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-VERIFY-007,P0,06_DB_MARIADB,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,06_DB_MARIADB,MariaDB Full Lifecycle,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-DB-005,P0,07_DB_POSTGRESQL,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,PostgreSQL Fresh,Install·Metadata·Seed·Arbitrary Domain·Runtime Query,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-VERIFY-008,P0,07_DB_POSTGRESQL,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,07_DB_POSTGRESQL,PostgreSQL Full Lifecycle,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-DB-006,P0,08_DB_ORACLE,DB Fresh/Generator,DB-FRESH,DB Platform/Generator,Oracle Fresh,Install·Metadata·Seed·Arbitrary Domain·Runtime Query,Git 반영 개발 입력 + QA 독립 판단 DB rules + user directive,완료,미검증,MariaDB/PostgreSQL/Oracle 각각 Empty lifecycle와 exact Evidence,sequential disposable DB lifecycle,DB/schema/object/history/artifact hashes; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,기존 사용자 DB·수동 Vendor SQL 보호,Docker Owner가 Empty DB hook/evidence 검토
QA38-VERIFY-009,P0,08_DB_ORACLE,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,08_DB_ORACLE,Oracle Full Lifecycle,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-010,P0,09_JAVA_FULL,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,09_JAVA_FULL,Java25 Clean Test/Assemble/Publication,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-011,P0,10_FRONTEND,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,10_FRONTEND,ADM/BZA lock/lint/type/unit/build,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-012,P0,11_RUNTIME,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,11_RUNTIME,Kafka/Rabbit/JMS/TCP/SFTP/Notification Actual Runtime,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-013,P0,12_FAULT_OTEL,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,12_FAULT_OTEL,Multi-instance·Process Kill·Network·Unknown·OTel,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-014,P0,13_BROWSER,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,13_BROWSER,Chromium/Firefox/WebKit,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-VERIFY-015,P0,14_SUPPLY_CHAIN,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,14_SUPPLY_CHAIN,BOM/SBOM/License/CVE/Secret/Final Artifact,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
QA38-CURRENT-004,P0,15_TRUTH,Currentization,RULE-QUALITY+REQ-REVIEW,QA/Repository,대체 완료 과거 파일 exact 삭제,최종 정본과 History에 내용이 흡수된 날짜별 Current·Review·Matrix·Manifest·Script를 exact path Delete Manifest로 삭제한다.,현재 사용자 명시 요구,완료,미검증,"승인된 exact 경로만 삭제, 보호 경로 0, 활성 참조가 남은 파일 삭제 0",delete preflight + reference scan + git status,Delete Review·실제 DELETE/SKIP_MISSING log; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,git clean·wildcard·directory broad delete 금지,
QA38-CURRENT-008,P0,15_TRUTH,Currentization,DOC-GOV+RULE-QUALITY,QA/Repository,적용 후 참조·중복 검증,"삭제 후 활성 문서의 끊어진 참조, 과거 Current 파일 참조, 중복 Requirement ID, 중복 Codex 시작점과 남은 날짜별 활성 요청을 검사한다.",현재 사용자 명시 요구,완료,미검증,"broken active reference 0, duplicate active request 0, duplicate requirement ID 0",git grep/reference graph/CSV schema gate,post-apply validation report; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,삭제만 하고 참조 방치 금지,
QA38-CURRENT-009,P0,15_TRUTH,Currentization,REQ-CODEX+TEST-EVIDENCE,Codex/QA,Codex 이력 지속 갱신,실행·결함·검증 History와 Continuity를 각 Stage 종료 및 크레딧 중단 전 갱신한다.,현재 사용자 명시 요구,완료,미검증,첫 미완료 Requirement와 정확한 재개 명령이 항상 존재,continuity schema/hash gate,VERIFICATION_HISTORY·Continuity·Defect ledger hash; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 PASS를 현재 PASS로 자동 승계 금지,
QA38-CURRENT-010,P0,15_TRUTH,Currentization,RULE-QUALITY+REQ-REVIEW,QA/Repository,빈 폴더·가비지 정리,exact Delete 완료 후 허용된 과거 작업 폴더만 빈 경우 제거하고 Source·Evidence·보호 경로는 건드리지 않는다.,현재 사용자 명시 요구,완료,미검증,"허용 목록 외 폴더 삭제 0, 빈 과거 QA 폴더 0",allowed-empty-directory cleanup + git status,REMOVE_EMPTY_DIR log; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,재귀 wildcard 삭제 금지,
QA38-CURRENT-011,P0,15_TRUTH,QA Completion,REQ-REVIEW+TEST-EVIDENCE,QA,사용자 요구 Acceptance Checklist,"사용자가 직접 요구한 DB 초기화, Starter 별도 리뷰, MQ/JMS/TCP 복구, 정본화, 삭제, 보호 경로, 다중 GPT, Codex 이력, 상세 최종 요청을 항목별 PASS/미완료로 판정한다.",현재 사용자 명시 요구,완료,미검증,Coverage Reconciliation의 사용자 요구 누락 0,coverage reconciliation gate,Coverage CSV와 Post Review; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,중간 산출물 생성만으로 완료 보고 금지,
QA38-CURRENT-012,P0,15_TRUTH,QA Completion,REQ-REVIEW+TEST-EVIDENCE,QA,최종 보고 지연 Gate,"정본·Current·Codex 현행화, Delete Manifest 적용 가능성, 보호 경로 검사, ZIP/Hash가 모두 닫히기 전 최종이라고 보고하지 않는다.",이전 반복 오류 원인 교정,완료,미검증,모든 패키지 Gate PASS 또는 명시적 미검증 표시,package validation checklist,Package Info·Hash·Script static/runtime status; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,조기 최종 보고 금지,
QA38-VERIFY-016,P0,15_TRUTH,Verification,TEST-BROKER|DB-FRESH|ARCH-STARTER,Codex/QA,15_TRUTH,Requirement/Source/Evidence/Handover/Hygiene,Git 반영 개발 입력 + QA 독립 판단 stage plan + QA extension,완료,미검증,같은 exact SHA·Command Hash·환경·Log·Artifact Hash의 PASS,stage wrapper/execution ledger,command/log/report/artifact SHA; cpf-docs/evidence/20260802/qa38/QA38_LOCAL_VERIFICATION_EVIDENCE.md,과거 SHA·다른 환경 PASS 승계 금지,보호 환경 변경은 Owner 요청으로 분리
