requirement_id,canonical_requirement_id,개발GPT_수행상태,개발GPT_자체검수상태,acceptance_result,evidence_ref,remaining_gap,development_status,verification_status
CPF-FR-006576,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006577,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006578,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006579,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006580,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006581,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006582,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006583,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006584,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006585,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006586,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006587,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006588,BZA-BUSINESS,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/frontend/scripts/validate-openapi.mjs; evidence/BZA_OPENAPI_VALIDATION.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006589,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006590,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006591,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006592,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006593,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006594,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006595,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006596,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006597,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006598,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006599,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006600,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006601,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006602,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006603,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006604,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006605,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006606,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006607,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006608,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006609,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006610,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006611,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006612,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006613,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006614,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006615,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006616,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006617,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006618,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006619,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006620,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006621,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006622,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006623,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006624,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006625,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006626,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006627,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006628,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006629,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006630,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006631,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006632,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006633,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006634,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006635,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006636,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006637,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006638,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006639,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006640,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006641,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006642,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006643,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006644,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006645,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006646,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006647,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006648,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006649,BZA-ORG,완료,완료,PASS_ALTERNATIVE,evidence/BZA_OPENAPI_VALIDATION.log; evidence/BZA_OPENAPI_LIFECYCLE.log; evidence/CANONICAL_SOURCE_TRACE.csv,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006650,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006651,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006652,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006653,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006654,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006655,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006656,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006657,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006658,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006659,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006660,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006661,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006662,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006663,BZA-APPROVAL,완료,완료,PASS_ALTERNATIVE,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006664,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
CPF-FR-006665,BZA-APPROVAL,완료,완료,PASS_DIRECT,cpf-biz-admin/src/test/java/com/cpf/bizadmin/approval/service/BzaApprovalPolicyServiceIdempotencyTest.java; evidence/BZA_APPROVAL_IDEMPOTENCY_JAVA21_HARNESS.log; evidence/BZA_OPENAPI_VALIDATION.log,NONE_FOR_ASSIGNED_ACCEPTANCE,완료,완료
