persona,lifecycle,feature,intent,owner_document,owner_section,status
BZA 관리자,Upgrade,Log·Metric·Trace,언제 쓰지 말아야 하나,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,선행조건은,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,입력과 기본값은,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,설정 범위는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,순서는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,정상 결과는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,오류면,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Timeout이면,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,동시성 충돌이면,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,중복이면,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,부분 실패면,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Retry 가능한가,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Restart/Reprocess는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Reconcile/Compensation은,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Rollback은,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,권한/보안/감사는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Log·Metric·Trace,Log/Metric/Trace/Test/Source는,05,6. Log / Metric / Trace 운영 기준,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,무엇인가,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,왜 쓰나,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,언제 쓰나,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,어디서 찾나,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,어떻게 선택하나,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,언제 쓰지 말아야 하나,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,선행조건은,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,입력과 기본값은,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,설정 범위는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,순서는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,정상 결과는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,오류면,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Timeout이면,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,동시성 충돌이면,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,중복이면,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,부분 실패면,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Retry 가능한가,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Restart/Reprocess는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Reconcile/Compensation은,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Rollback은,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,권한/보안/감사는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,Backup·Restore·DR,Log/Metric/Trace/Test/Source는,05,8. Backup / Restore / Upgrade / Rollback / DR,ROUTED
BZA 관리자,Upgrade,BZA,무엇인가,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,왜 쓰나,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,언제 쓰나,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,어디서 찾나,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,어떻게 선택하나,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,언제 쓰지 말아야 하나,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,선행조건은,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,입력과 기본값은,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,설정 범위는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,순서는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,정상 결과는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,오류면,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Timeout이면,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,동시성 충돌이면,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,중복이면,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,부분 실패면,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Retry 가능한가,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Restart/Reprocess는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Reconcile/Compensation은,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Rollback은,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,권한/보안/감사는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,BZA,Log/Metric/Trace/Test/Source는,90,1. BZA의 역할,ROUTED
BZA 관리자,Upgrade,Gateway,무엇인가,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,왜 쓰나,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,언제 쓰나,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,어디서 찾나,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,어떻게 선택하나,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,언제 쓰지 말아야 하나,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,선행조건은,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,입력과 기본값은,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,설정 범위는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,순서는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,정상 결과는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,오류면,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Timeout이면,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,동시성 충돌이면,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,중복이면,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,부분 실패면,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Retry 가능한가,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Restart/Reprocess는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Reconcile/Compensation은,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Rollback은,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,권한/보안/감사는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Gateway,Log/Metric/Trace/Test/Source는,91,2. 선택 기준 - 언제 쓰고 언제 쓰지 않는가,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,무엇인가,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,왜 쓰나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,언제 쓰나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,어디서 찾나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,어떻게 선택하나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,언제 쓰지 말아야 하나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,선행조건은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,입력과 기본값은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,설정 범위는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,순서는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,정상 결과는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,오류면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Timeout이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,동시성 충돌이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,중복이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,부분 실패면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Retry 가능한가,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Restart/Reprocess는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Reconcile/Compensation은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Rollback은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,권한/보안/감사는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Feature Flag·Runtime Control,Log/Metric/Trace/Test/Source는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Resilience,무엇인가,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,왜 쓰나,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,언제 쓰나,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,어디서 찾나,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,어떻게 선택하나,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,언제 쓰지 말아야 하나,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,선행조건은,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,입력과 기본값은,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,설정 범위는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,순서는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,정상 결과는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,오류면,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Timeout이면,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,동시성 충돌이면,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,중복이면,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,부분 실패면,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Retry 가능한가,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Restart/Reprocess는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Reconcile/Compensation은,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Rollback은,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,권한/보안/감사는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,Resilience,Log/Metric/Trace/Test/Source는,std,8. Timeout·Retry·Resilience 표준,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,무엇인가,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,왜 쓰나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,언제 쓰나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,어디서 찾나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,어떻게 선택하나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,언제 쓰지 말아야 하나,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,선행조건은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,입력과 기본값은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,설정 범위는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,순서는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,정상 결과는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,오류면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Timeout이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,동시성 충돌이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,중복이면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,부분 실패면,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Retry 가능한가,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Restart/Reprocess는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Reconcile/Compensation은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Rollback은,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,권한/보안/감사는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,승인·Break-glass,Log/Metric/Trace/Test/Source는,04,8. Framework·보안·거버넌스,ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,무엇인가,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,왜 쓰나,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,언제 쓰나,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,어디서 찾나,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,어떻게 선택하나,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,언제 쓰지 말아야 하나,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,선행조건은,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,입력과 기본값은,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,설정 범위는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,순서는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,정상 결과는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,오류면,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Timeout이면,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,동시성 충돌이면,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,중복이면,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,부분 실패면,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Retry 가능한가,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Restart/Reprocess는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Reconcile/Compensation은,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Rollback은,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,권한/보안/감사는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Data Quality·Crypto·Time,Log/Metric/Trace/Test/Source는,04,통합 운영 정정 승인  (/integrationClosure),ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,무엇인가,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,왜 쓰나,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,언제 쓰나,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,어디서 찾나,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,어떻게 선택하나,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,언제 쓰지 말아야 하나,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,선행조건은,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,입력과 기본값은,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,설정 범위는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,순서는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,정상 결과는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,오류면,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Timeout이면,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,동시성 충돌이면,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,중복이면,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,부분 실패면,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Retry 가능한가,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Restart/Reprocess는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Reconcile/Compensation은,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Rollback은,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,권한/보안/감사는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Artifact·Checksum·SBOM,Log/Metric/Trace/Test/Source는,list,4. 제품 Artifact / Source Inventory,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,무엇인가,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,왜 쓰나,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,언제 쓰나,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,어디서 찾나,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,어떻게 선택하나,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,언제 쓰지 말아야 하나,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,선행조건은,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,입력과 기본값은,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,설정 범위는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,순서는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,정상 결과는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,오류면,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Timeout이면,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,동시성 충돌이면,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,중복이면,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,부분 실패면,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Retry 가능한가,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Restart/Reprocess는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Reconcile/Compensation은,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Rollback은,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,권한/보안/감사는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,Upgrade,Requirement·Evidence,Log/Metric/Trace/Test/Source는,list,5. Evidence / 인수 기준,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,무엇인가,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,왜 쓰나,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,언제 쓰나,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,어디서 찾나,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,어떻게 선택하나,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,언제 쓰지 말아야 하나,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,선행조건은,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,입력과 기본값은,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,설정 범위는,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,순서는,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,정상 결과는,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,오류면,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,Timeout이면,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,동시성 충돌이면,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,중복이면,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,부분 실패면,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,Retry 가능한가,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,Restart/Reprocess는,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
BZA 관리자,인계/폐기,제품 가치·도입 판단,Reconcile/Compensation은,00,11. 제안·도입 검토자가 설명해야 할 핵심,ROUTED
