logical_order,requirement_id,function_point_id,development_status,verification_status,development_result,evidence_path,next_action
828,CPF-FR-012787,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_async_run.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
829,CPF-FR-012788,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_async_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
830,CPF-FR-012789,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
831,CPF-FR-012790,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
832,CPF-FR-012791,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
833,CPF-FR-012792,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
834,CPF-FR-012793,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
835,CPF-FR-012794,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
836,CPF-FR-012795,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
837,CPF-FR-012796,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
838,CPF-FR-012797,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
839,CPF-FR-012798,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
840,CPF-FR-012799,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
841,CPF-FR-012800,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
842,CPF-FR-012801,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
843,CPF-FR-012802,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
844,CPF-FR-012803,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
845,CPF-FR-012804,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
846,CPF-FR-012805,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
847,CPF-FR-012806,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
848,CPF-FR-012807,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
849,CPF-FR-012808,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
850,CPF-FR-012809,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
851,CPF-FR-012810,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
852,CPF-FR-012811,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
853,CPF-FR-012812,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
854,CPF-FR-012813,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
855,CPF-FR-012814,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
856,CPF-FR-012815,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
857,CPF-FR-012816,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
858,CPF-FR-012817,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
859,CPF-FR-012818,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
860,CPF-FR-012819,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
861,CPF-FR-012820,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_telemetry_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
862,CPF-FR-012821,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
863,CPF-FR-012822,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
864,CPF-FR-012823,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
865,CPF-FR-012824,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
866,CPF-FR-012825,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
867,CPF-FR-012826,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
868,CPF-FR-012827,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
869,CPF-FR-012828,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/dynamic_log_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
870,CPF-FR-012829,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
871,CPF-FR-012830,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
872,CPF-FR-012831,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
873,CPF-FR-012832,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
874,CPF-FR-012833,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
875,CPF-FR-012834,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
876,CPF-FR-012835,FP-6B-FILELOG,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
877,CPF-FR-012836,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/manager_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/cache_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/log-policy-version/autoconfig_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/store_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/jdbc-log-policy-version/autoconfig_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
878,CPF-FR-012837,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_archive_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_boundary_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
879,CPF-FR-012838,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_archive_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_boundary_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
880,CPF-FR-012839,FP-6B-FILELOG,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_archive_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/filelog_boundary_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
