function_point_id,requirement_id,feature,function_type,acceptance_criteria
EVENT-IBM-MQ,CPF-FR-004236,혼합 버전 호환,MIXED_VERSION,Messaging 개발자·운영자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004237,인증,AUTHN,Messaging 개발자·운영자가 실제 제품 경로에서 인증 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004238,권한,AUTHZ,Messaging 개발자·운영자가 실제 제품 경로에서 권한 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004239,Data Scope,DATA_SCOPE,Messaging 개발자·운영자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004240,Masking·Privacy,MASKING,Messaging 개발자·운영자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004241,사유,REASON,Messaging 개발자·운영자가 실제 제품 경로에서 사유 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004242,승인,APPROVAL,Messaging 개발자·운영자가 실제 제품 경로에서 승인 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004243,감사,AUDIT,Messaging 개발자·운영자가 실제 제품 경로에서 감사 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004244,Log,LOG,Messaging 개발자·운영자가 실제 제품 경로에서 Log 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004245,Metric,METRIC,Messaging 개발자·운영자가 실제 제품 경로에서 Metric 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004246,Trace,TRACE,Messaging 개발자·운영자가 실제 제품 경로에서 Trace 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004247,Health·Readiness,HEALTH,Messaging 개발자·운영자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004248,Alert·Runbook,ALERT_RUNBOOK,Messaging 개발자·운영자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004249,Resource 상한,RESOURCE,Messaging 개발자·운영자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004250,DB Ownership,DB_OWNER,Messaging 개발자·운영자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004251,DB Schema,DB_SCHEMA,Messaging 개발자·운영자가 실제 제품 경로에서 DB Schema 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004252,Runtime Query,DB_QUERY,Messaging 개발자·운영자가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004253,Migration,DB_MIGRATION,Messaging 개발자·운영자가 실제 제품 경로에서 Migration 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004254,DB Rollback,DB_ROLLBACK,Messaging 개발자·운영자가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004255,3 Vendor,DB_VENDOR,Messaging 개발자·운영자가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004256,API·OpenAPI,API_OPENAPI,Messaging 개발자·운영자가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004257,Frontend 연결,FRONTEND,Messaging 개발자·운영자가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004258,ADM 운영 기능,ADM_UI,Messaging 개발자·운영자가 실제 제품 경로에서 ADM 운영 기능 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004259,BZA 업무 관리,BZA_UI,Messaging 개발자·운영자가 실제 제품 경로에서 BZA 업무 관리 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004260,Generator 영향,GENERATOR,Messaging 개발자·운영자가 실제 제품 경로에서 Generator 영향 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004261,Sample·EDU,SAMPLE_EDU,Messaging 개발자·운영자가 실제 제품 경로에서 Sample·EDU 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004262,JavaDoc·주석,JAVADOC,Messaging 개발자·운영자가 실제 제품 경로에서 JavaDoc·주석 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004263,개발·운영 Guide,GUIDE,Messaging 개발자·운영자가 실제 제품 경로에서 개발·운영 Guide 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004264,Unit Test,UNIT_TEST,Messaging 개발자·운영자가 실제 제품 경로에서 Unit Test 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004265,Contract Test,CONTRACT_TEST,Messaging 개발자·운영자가 실제 제품 경로에서 Contract Test 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004266,Integration Test,INTEGRATION_TEST,Messaging 개발자·운영자가 실제 제품 경로에서 Integration Test 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004267,Runtime Test,RUNTIME_TEST,Messaging 개발자·운영자가 실제 제품 경로에서 Runtime Test 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004268,Fault Test,FAULT_TEST,Messaging 개발자·운영자가 실제 제품 경로에서 Fault Test 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004269,Evidence,EVIDENCE,Messaging 개발자·운영자가 실제 제품 경로에서 Evidence 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-IBM-MQ,CPF-FR-004270,Hygiene,HYGIENE,Messaging 개발자·운영자가 실제 제품 경로에서 Hygiene 기능을 사용할 때 JMS 공통 Starter 위에 IBM MQ Queue Manager·Channel·TLS·CCDT/endpoint·recovery·reason-code mapping·운영 상태를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004271,기능 목적·업무 결과,PURPOSE,Messaging 개발자·운영자가 실제 제품 경로에서 기능 목적·업무 결과 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004272,Owner·경계,OWNER,Messaging 개발자·운영자가 실제 제품 경로에서 Owner·경계 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004273,실제 Consumer,CONSUMER,Messaging 개발자·운영자가 실제 제품 경로에서 실제 Consumer 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004274,Public API,PUBLIC_API,Messaging 개발자·운영자가 실제 제품 경로에서 Public API 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004275,고객 확장 SPI,EXTENSION_SPI,Messaging 개발자·운영자가 실제 제품 경로에서 고객 확장 SPI 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004276,Internal 구현,INTERNAL_IMPL,Messaging 개발자·운영자가 실제 제품 경로에서 Internal 구현 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004277,입력 계약,INPUT,Messaging 개발자·운영자가 실제 제품 경로에서 입력 계약 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004278,출력 계약,OUTPUT,Messaging 개발자·운영자가 실제 제품 경로에서 출력 계약 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004279,설정 계약,CONFIG,Messaging 개발자·운영자가 실제 제품 경로에서 설정 계약 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004280,검증,VALIDATION,Messaging 개발자·운영자가 실제 제품 경로에서 검증 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004281,상태 Catalog,STATE,Messaging 개발자·운영자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004282,상태 전이,TRANSITION,Messaging 개발자·운영자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004283,명령 실행,COMMAND,Messaging 개발자·운영자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004284,조회·검색,QUERY,Messaging 개발자·운영자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004285,멱등성,IDEMPOTENCY,Messaging 개발자·운영자가 실제 제품 경로에서 멱등성 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004286,동시성,CONCURRENCY,Messaging 개발자·운영자가 실제 제품 경로에서 동시성 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004287,Timeout Budget,DEADLINE,Messaging 개발자·운영자가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004288,재시도,RETRY,Messaging 개발자·운영자가 실제 제품 경로에서 재시도 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004289,Circuit·Bulkhead,CIRCUIT,Messaging 개발자·운영자가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004290,결과 불명,UNKNOWN,Messaging 개발자·운영자가 실제 제품 경로에서 결과 불명 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004291,대사,RECONCILE,Messaging 개발자·운영자가 실제 제품 경로에서 대사 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004292,복구,RECOVERY,Messaging 개발자·운영자가 실제 제품 경로에서 복구 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004293,보상,COMPENSATION,Messaging 개발자·운영자가 실제 제품 경로에서 보상 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004294,Rollback·Forward Recovery,ROLLBACK,Messaging 개발자·운영자가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004295,다중 인스턴스,MULTI_INSTANCE,Messaging 개발자·운영자가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004296,Local/Remote 동등성,LOCAL_REMOTE,Messaging 개발자·운영자가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004297,혼합 버전 호환,MIXED_VERSION,Messaging 개발자·운영자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
EVENT-AMQP,CPF-FR-004298,인증,AUTHN,Messaging 개발자·운영자가 실제 제품 경로에서 인증 기능을 사용할 때 RabbitMQ/AMQP exchange·queue·binding·publisher confirm·consumer ack/nack·redelivery·DLX·quorum·recovery를 연결한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
