entry_id,kind,path,symbol,classification,canonical_replacement,owner,public_surface,notes
SCRIPT:cpf-tools/verification/tools/check-docx-standard.ps1,SCRIPT,cpf-tools/verification/tools/check-docx-standard.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-enterprise-qa-closing.ps1,SCRIPT,cpf-tools/verification/tools/check-enterprise-qa-closing.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-enterprise-source-closure.ps1,SCRIPT,cpf-tools/verification/tools/check-enterprise-source-closure.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-evidence-contract.ps1,SCRIPT,cpf-tools/verification/tools/check-evidence-contract.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-evidence-path-existence.ps1,SCRIPT,cpf-tools/verification/tools/check-evidence-path-existence.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-feature-evidence.ps1,SCRIPT,cpf-tools/verification/tools/check-feature-evidence.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-final-evidence-contract.ps1,SCRIPT,cpf-tools/verification/tools/check-final-evidence-contract.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-frontend-feature-route-coverage.ps1,SCRIPT,cpf-tools/verification/tools/check-frontend-feature-route-coverage.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-frontend-route-targets.ps1,SCRIPT,cpf-tools/verification/tools/check-frontend-route-targets.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-full-layer-taxonomy.ps1,SCRIPT,cpf-tools/verification/tools/check-full-layer-taxonomy.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-java-format.ps1,SCRIPT,cpf-tools/verification/tools/check-java-format.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-java25-standard.ps1,SCRIPT,cpf-tools/verification/tools/check-java25-standard.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-legacy-name.ps1,SCRIPT,cpf-tools/verification/tools/check-legacy-name.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-modern-frontend.ps1,SCRIPT,cpf-tools/verification/tools/check-modern-frontend.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-profile-loading.ps1,SCRIPT,cpf-tools/verification/tools/check-profile-loading.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-repository-hygiene.ps1,SCRIPT,cpf-tools/verification/tools/check-repository-hygiene.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-sample-coverage.ps1,SCRIPT,cpf-tools/verification/tools/check-sample-coverage.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-sample-standard.ps1,SCRIPT,cpf-tools/verification/tools/check-sample-standard.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-semantic-consumer-graph.ps1,SCRIPT,cpf-tools/verification/tools/check-semantic-consumer-graph.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-service-call-boundary.ps1,SCRIPT,cpf-tools/verification/tools/check-service-call-boundary.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-source-documentation-standard.ps1,SCRIPT,cpf-tools/verification/tools/check-source-documentation-standard.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-spring-batch-sequence-contract.ps1,SCRIPT,cpf-tools/verification/tools/check-spring-batch-sequence-contract.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-spring-event-usage.ps1,SCRIPT,cpf-tools/verification/tools/check-spring-event-usage.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-text-control-characters.ps1,SCRIPT,cpf-tools/verification/tools/check-text-control-characters.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-transaction-id-standard.ps1,SCRIPT,cpf-tools/verification/tools/check-transaction-id-standard.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-utf8.ps1,SCRIPT,cpf-tools/verification/tools/check-utf8.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-work-context-sha.ps1,SCRIPT,cpf-tools/verification/tools/check-work-context-sha.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/check-work-context.ps1,SCRIPT,cpf-tools/verification/tools/check-work-context.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/cpf-source-state.py,SCRIPT,cpf-tools/verification/tools/cpf-source-state.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/currentize-cpf-derived-requirement-datasets.py,SCRIPT,cpf-tools/verification/tools/currentize-cpf-derived-requirement-datasets.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/generate-cpf-support-bundle.ps1,SCRIPT,cpf-tools/verification/tools/generate-cpf-support-bundle.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/generate-cpf-support-bundle.py,SCRIPT,cpf-tools/verification/tools/generate-cpf-support-bundle.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-codex-preflight.ps1,SCRIPT,cpf-tools/verification/tools/invoke-cpf-codex-preflight.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-codex-stage.ps1,SCRIPT,cpf-tools/verification/tools/invoke-cpf-codex-stage.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-data-observability-gate.ps1,SCRIPT,cpf-tools/verification/tools/invoke-cpf-data-observability-gate.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-data-retention.ps1,SCRIPT,cpf-tools/verification/tools/invoke-cpf-data-retention.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-final-closure.ps1,SCRIPT,cpf-tools/verification/tools/invoke-cpf-final-closure.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/invoke-cpf-final-verification-plan.py,SCRIPT,cpf-tools/verification/tools/invoke-cpf-final-verification-plan.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/report-cpf-public-function-catalog.py,SCRIPT,cpf-tools/verification/tools/report-cpf-public-function-catalog.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/report-cpf-upgrade-impact.py,SCRIPT,cpf-tools/verification/tools/report-cpf-upgrade-impact.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-adm-audit-multi-instance.ps1,SCRIPT,cpf-tools/verification/tools/run-adm-audit-multi-instance.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-canonical-verifiers.py,SCRIPT,cpf-tools/verification/tools/run-cpf-canonical-verifiers.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-development-final-gate.py,SCRIPT,cpf-tools/verification/tools/run-cpf-development-final-gate.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-final-local-validation.ps1,SCRIPT,cpf-tools/verification/tools/run-cpf-final-local-validation.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-integration-closure-target-verification.ps1,SCRIPT,cpf-tools/verification/tools/run-cpf-integration-closure-target-verification.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-local-full-validation.ps1,SCRIPT,cpf-tools/verification/tools/run-cpf-local-full-validation.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-required-full-runtime-validation.ps1,SCRIPT,cpf-tools/verification/tools/run-cpf-required-full-runtime-validation.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-targeted-verification.py,SCRIPT,cpf-tools/verification/tools/run-cpf-targeted-verification.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/run-cpf-unified-validation.py,SCRIPT,cpf-tools/verification/tools/run-cpf-unified-validation.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-adm-log-policy-ui-static.ps1,SCRIPT,cpf-tools/verification/tools/smoke-adm-log-policy-ui-static.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-adm-service-registry-ui-static.ps1,SCRIPT,cpf-tools/verification/tools/smoke-adm-service-registry-ui-static.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-adm-ui.ps1,SCRIPT,cpf-tools/verification/tools/smoke-adm-ui.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-backoffice-ui.ps1,SCRIPT,cpf-tools/verification/tools/smoke-backoffice-ui.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-cmn-fixed-length-advanced.ps1,SCRIPT,cpf-tools/verification/tools/smoke-cmn-fixed-length-advanced.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-standard-execution-v32-upgrade.ps1,SCRIPT,cpf-tools/verification/tools/smoke-standard-execution-v32-upgrade.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/smoke-standard-header-e2e.ps1,SCRIPT,cpf-tools/verification/tools/smoke-standard-header-e2e.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/start-bat-local-distributed.ps1,SCRIPT,cpf-tools/verification/tools/start-bat-local-distributed.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/stop-bat-local-distributed.ps1,SCRIPT,cpf-tools/verification/tools/stop-bat-local-distributed.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/sync-platform-non-table-objects.ps1,SCRIPT,cpf-tools/verification/tools/sync-platform-non-table-objects.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/sync-platform-nullable-empty-string-repair.ps1,SCRIPT,cpf-tools/verification/tools/sync-platform-nullable-empty-string-repair.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/validate-qa-partition-coverage.py,SCRIPT,cpf-tools/verification/tools/validate-qa-partition-coverage.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/validate-qa-query-count.py,SCRIPT,cpf-tools/verification/tools/validate-qa-query-count.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-capability-registry.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-capability-registry.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-commercial-page-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-commercial-page-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-dangerous-action-approval-boundary.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-dangerous-action-approval-boundary.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-e2e-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-e2e-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-route-interaction-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-route-interaction-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-adm-route-source-consumers.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-adm-route-source-consumers.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-approval-state-machine.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-approval-state-machine.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-approved-baseline-metadata.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-approved-baseline-metadata.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-asyncapi-lifecycle.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-asyncapi-lifecycle.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-audit-fail-closed.ps1,SCRIPT,cpf-tools/verification/tools/verify-cpf-audit-fail-closed.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-audit-fail-closed.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-audit-fail-closed.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-backoffice-classification.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-backoffice-classification.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-backoffice-route-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-backoffice-route-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-bat-operation-ledger-lifecycle.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-bat-operation-ledger-lifecycle.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-agent-fail-closed.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-agent-fail-closed.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-approval-trust-boundary.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-approval-trust-boundary.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-execution-fencing.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-execution-fencing.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-executor-registration-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-executor-registration-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-fail-closed.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-fail-closed.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-ghost-safety.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-ghost-safety.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-no-remote-kafka.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-no-remote-kafka.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-standalone-profile.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-standalone-profile.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-batch-unknown-reconciliation.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-batch-unknown-reconciliation.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-cache-capability.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-cache-capability.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-cache-durable-lifecycle.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-cache-durable-lifecycle.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-calendar-contract.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-calendar-contract.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-clean-source-tree.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-clean-source-tree.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-current-final.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-current-final.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-data-observability-evidence.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-data-observability-evidence.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-developer-workspace.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-developer-workspace.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-development-evidence-integrity.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-development-evidence-integrity.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-development-traceability-closure.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-development-traceability-closure.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-edu-executable-coverage.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-edu-executable-coverage.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-edu-impact.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-edu-impact.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-edu-profile-isolation.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-edu-profile-isolation.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-education-active-surface.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-education-active-surface.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-evidence-semantics.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-evidence-semantics.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-execution-scope-exhaustive.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-execution-scope-exhaustive.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-final-completion.ps1,SCRIPT,cpf-tools/verification/tools/verify-cpf-final-completion.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-final-integration-ledger.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-final-integration-ledger.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-final-plan.py,SCRIPT,cpf-tools/verification/tools/verify-cpf-final-plan.py,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
SCRIPT:cpf-tools/verification/tools/verify-cpf-final-readonly.ps1,SCRIPT,cpf-tools/verification/tools/verify-cpf-final-readonly.ps1,,INTERNAL_ENGINE,cpf verify/dev full-validation,cpf-tools/verification/tools,NO,Verification/QA engine; Internal capability only
